mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_close,mini_dow_low,mini_dow_volume,predict
2019-08-19,18:59:00,26124,26125,26079,26071,1290,0
2019-08-19,19:59:00,26079,26093,26068,26060,2228,0
2019-08-19,20:59:00,26069,26107,26106,26060,1681,0
2019-08-19,21:59:00,26106,26149,26147,26106,1628,0
2019-08-19,22:59:00,26146,26166,26153,26132,1046,0
2019-08-19,23:59:00,26153,26158,26145,26134,579,0
2019-08-20,00:59:00,26145,26167,26164,26141,962,0
2019-08-20,01:59:00,26164,26198,26141,26135,3090,0
2019-08-20,02:59:00,26141,26180,26150,26117,4148,0
2019-08-20,03:59:00,26149,26167,26153,26133,2688,0
2019-08-20,04:59:00,26151,26153,26121,26105,3314,0
2019-08-20,05:59:00,26121,26149,26105,26104,3381,0
2019-08-20,06:59:00,26106,26142,26140,26083,4184,0
2019-08-20,07:59:00,26140,26169,26120,26114,4759,0
2019-08-20,08:59:00,26119,26127,26056,26015,26698,0
2019-08-20,09:59:00,26056,26124,26119,26033,20242,0
2019-08-20,10:59:00,26119,26156,26079,26063,18198,0
2019-08-20,11:59:00,26078,26121,26098,26071,8573,0
2019-08-20,12:59:00,26097,26110,26061,26023,9226,0
2019-08-20,13:59:00,26061,26070,26038,26001,13939,0
2019-08-20,14:59:00,26038,26053,25960,25957,17532,0
2019-08-20,15:59:00,25960,25970,25894,25885,6484,0
2019-08-20,16:00:00,25895,25896,25892,25892,28,0
2019-08-20,17:59:00,25883,25931,25925,25872,1346,0
2019-08-20,18:59:00,25926,25937,25918,25891,1751,0
2019-08-20,19:59:00,25919,25965,25948,25917,2057,0
2019-08-20,20:59:00,25948,25989,25987,25945,1775,0
2019-08-20,21:59:00,25985,25992,25979,25961,1218,0
2019-08-20,22:59:00,25977,25990,25983,25972,712,0
2019-08-20,23:59:00,25982,25983,25970,25965,660,0
2019-08-21,00:59:00,25972,26000,26000,25970,1125,0
2019-08-21,01:59:00,25999,26008,25996,25981,1595,0
2019-08-21,02:59:00,25996,26063,26059,25993,6274,0
2019-08-21,03:59:00,26059,26110,26098,26045,5446,0
2019-08-21,04:59:00,26098,26113,26084,26079,3663,0
2019-08-21,05:59:00,26084,26105,26096,26074,2575,0
2019-08-21,06:59:00,26095,26100,26092,26076,2643,0
2019-08-21,07:59:00,26093,26145,26141,26084,6318,0
2019-08-21,08:59:00,26142,26231,26213,26136,21143,0
2019-08-21,09:59:00,26212,26218,26196,26152,16042,0
2019-08-21,10:59:00,26197,26265,26262,26176,16874,0
2019-08-21,11:59:00,26262,26262,26239,26219,7935,0
2019-08-21,12:59:00,26240,26250,26222,26222,4745,0
2019-08-21,13:59:00,26222,26243,26173,26147,17155,0
2019-08-21,14:59:00,26172,26208,26200,26164,12120,0
2019-08-21,15:59:00,26201,26258,26253,26186,4537,0
2019-08-21,16:00:00,26252,26259,26257,26252,29,0
2019-08-21,17:59:00,26244,26319,26292,26242,2217,0
2019-08-21,18:59:00,26292,26307,26286,26276,1220,0
2019-08-21,19:59:00,26284,26291,26268,26246,1875,0
2019-08-21,20:59:00,26268,26284,26225,26212,2191,0
2019-08-21,21:59:00,26225,26235,26207,26203,1783,0
2019-08-21,22:59:00,26207,26224,26211,26194,1064,0
2019-08-21,23:59:00,26211,26229,26223,26208,778,0
2019-08-22,00:59:00,26224,26229,26202,26183,1718,0
2019-08-22,01:59:00,26200,26212,26209,26173,2101,0
2019-08-22,02:59:00,26208,26287,26259,26176,6318,0
2019-08-22,03:59:00,26261,26271,26206,26172,4426,0
2019-08-22,04:59:00,26206,26208,26162,26138,4718,0
2019-08-22,05:59:00,26161,26203,26180,26158,3071,0
2019-08-22,06:59:00,26180,26278,26265,26179,4801,0
2019-08-22,07:59:00,26267,26309,26289,26253,5628,0
2019-08-22,08:59:00,26290,26375,26335,26260,23066,1
2019-08-22,09:59:00,26336,26338,26118,26103,33634,0
2019-08-22,10:59:00,26117,26212,26185,26086,22128,0
2019-08-22,11:59:00,26185,26267,26240,26178,12372,0
2019-08-22,12:59:00,26241,26298,26279,26231,9788,0
2019-08-22,13:59:00,26279,26306,26295,26243,9661,0
2019-08-22,14:59:00,26295,26330,26255,26234,15399,0
2019-08-22,15:59:00,26255,26258,26210,26203,5286,0
2019-08-22,16:00:00,26210,26214,26209,26209,19,0
2019-08-22,17:59:00,26225,26240,26216,26205,789,0
2019-08-22,18:59:00,26217,26235,26223,26194,1155,0
2019-08-22,19:59:00,26222,26273,26270,26212,1919,0
2019-08-22,20:59:00,26269,26313,26299,26253,2818,0
2019-08-22,21:59:00,26299,26308,26307,26282,1036,0
2019-08-22,22:59:00,26307,26322,26304,26300,1031,0
2019-08-22,23:59:00,26303,26315,26303,26294,691,0
2019-08-23,00:59:00,26303,26327,26327,26298,1376,0
2019-08-23,01:59:00,26327,26347,26322,26317,2055,0
2019-08-23,02:59:00,26322,26341,26304,26297,2972,0
2019-08-23,03:59:00,26303,26331,26317,26293,2439,0
2019-08-23,04:59:00,26317,26332,26319,26296,2111,0
2019-08-23,05:59:00,26317,26319,26265,26253,3878,0
2019-08-23,06:59:00,26265,26326,26311,26265,3807,1
2019-08-23,07:59:00,26310,26312,26122,26045,29941,0
2019-08-23,08:59:00,26121,26157,26131,26058,26871,0
2019-08-23,09:59:00,26130,26308,26296,26097,47052,1
2019-08-23,10:59:00,26296,26304,25781,25757,59176,0
2019-08-23,11:59:00,25781,25847,25767,25739,34502,0
2019-08-23,12:59:00,25767,25794,25765,25688,25638,0
2019-08-23,13:59:00,25765,25771,25693,25651,17797,1
2019-08-23,14:59:00,25692,25733,25553,25492,35123,0
2019-08-23,15:59:00,25553,25710,25631,25545,15045,0
2019-08-23,16:00:00,25629,25638,25634,25628,32,1
2019-08-25,17:59:00,25462,25462,25367,25266,8899,0
2019-08-25,18:59:00,25366,25419,25378,25343,4222,0
2019-08-25,19:59:00,25383,25488,25406,25380,6973,0
2019-08-25,20:59:00,25405,25506,25476,25396,7497,0
2019-08-25,21:59:00,25475,25591,25565,25459,5724,0
2019-08-25,22:59:00,25564,25582,25564,25540,2425,0
2019-08-25,23:59:00,25565,25568,25511,25499,2438,0
2019-08-26,00:59:00,25512,25512,25502,25455,3317,0
2019-08-26,01:59:00,25499,25688,25665,25484,7270,0
2019-08-26,02:59:00,25663,25857,25788,25641,23129,0
2019-08-26,03:59:00,25786,25919,25896,25757,10381,0
2019-08-26,04:59:00,25896,25986,25801,25769,12751,0
2019-08-26,05:59:00,25802,25875,25839,25785,7299,0
2019-08-26,06:59:00,25841,25925,25859,25822,6417,0
2019-08-26,07:59:00,25860,25946,25924,25818,8246,0
2019-08-26,08:59:00,25923,25936,25836,25759,32197,0
2019-08-26,09:59:00,25837,25842,25763,25705,33056,0
2019-08-26,10:59:00,25762,25889,25819,25758,27368,0
2019-08-26,11:59:00,25819,25919,25880,25811,14930,0
2019-08-26,12:59:00,25880,25907,25827,25813,11534,0
2019-08-26,13:59:00,25828,25833,25817,25765,13689,0
2019-08-26,14:59:00,25817,25865,25848,25785,19513,0
2019-08-26,15:59:00,25846,25949,25921,25840,9042,0
2019-08-26,16:00:00,25921,25922,25915,25915,48,0
2019-08-26,17:59:00,25924,25946,25913,25906,1137,0
2019-08-26,18:59:00,25912,25914,25861,25858,2291,0
2019-08-26,19:59:00,25862,25898,25887,25860,3838,0
2019-08-26,20:59:00,25886,25958,25925,25885,4461,0
2019-08-26,21:59:00,25925,25960,25953,25904,2163,0
2019-08-26,22:59:00,25955,25960,25924,25919,1206,0
2019-08-26,23:59:00,25924,25935,25933,25914,1325,0
2019-08-27,00:59:00,25934,25934,25880,25880,2451,0
2019-08-27,01:59:00,25882,25918,25883,25844,4318,0
2019-08-27,02:59:00,25883,25884,25842,25807,6224,0
2019-08-27,03:59:00,25843,25887,25850,25813,6124,0
2019-08-27,04:59:00,25850,25969,25916,25850,8055,0
2019-08-27,05:59:00,25916,25965,25930,25916,5092,0
2019-08-27,06:59:00,25930,25996,25965,25930,5173,0
2019-08-27,07:59:00,25966,26052,26030,25961,8786,0
2019-08-27,08:59:00,26032,26069,25988,25950,27585,0
2019-08-27,09:59:00,25987,26009,25916,25914,26403,0
2019-08-27,10:59:00,25915,25934,25844,25836,27427,0
2019-08-27,11:59:00,25844,25861,25733,25712,25513,0
2019-08-27,12:59:00,25733,25851,25824,25711,19927,0
2019-08-27,13:59:00,25824,25848,25834,25768,14289,0
2019-08-27,14:59:00,25834,25895,25774,25760,23534,0
2019-08-27,15:59:00,25773,25798,25764,25716,8456,0
2019-08-27,16:00:00,25766,25767,25764,25764,38,0
2019-08-27,17:59:00,25756,25821,25807,25748,1783,0
2019-08-27,18:59:00,25806,25830,25825,25801,1122,0
2019-08-27,19:59:00,25825,25849,25792,25770,3179,0
2019-08-27,20:59:00,25792,25855,25802,25785,3407,0
