tf_date,tf_time,tf_open,tf_high,tf_close,tf_low,tf_volume,predict
2021-07-16,11:45:00,1578.0,1577.6,1579.8,1577.0,69.0,0
2021-07-16,12:00:00,1577.8,1577.2,1577.8,1575.0,50.0,0
2021-07-16,12:15:00,1577.8,1577.0,1581.0,1577.0,86.0,0
2021-07-16,12:30:00,1577.8,1580.8,1580.8,1577.8,33.0,1
2021-07-16,12:45:00,1580.8,1588.6,1589.4,1580.4,224.0,1
2021-07-16,13:00:00,1589.0,1586.6,1589.0,1585.6,130.0,1
2021-07-16,13:15:00,1586.8,1589.6,1589.6,1586.2,63.0,0
2021-07-16,13:30:00,1589.8,1591.4,1591.8,1588.6,171.0,1
2021-07-16,13:45:00,1591.4,1591.6,1591.8,1591.4,21.0,0
2021-07-19,08:45:00,1582.6,1584.8,1585.0,1581.0,120.0,1
2021-07-19,09:00:00,1585.2,1592.8,1598.0,1584.4,302.0,0
2021-07-19,09:15:00,1592.4,1583.8,1592.4,1581.4,240.0,1
2021-07-19,09:30:00,1584.0,1579.8,1586.8,1578.0,221.0,1
2021-07-19,09:45:00,1579.8,1582.6,1582.6,1578.6,111.0,1
2021-07-19,10:00:00,1582.0,1583.0,1583.0,1580.4,53.0,1
2021-07-19,10:15:00,1583.2,1584.6,1586.8,1582.2,47.0,0
2021-07-19,10:30:00,1584.6,1582.4,1584.6,1581.2,45.0,0
2021-07-19,10:45:00,1582.8,1581.4,1582.8,1579.0,57.0,0
2021-07-19,11:00:00,1581.6,1582.4,1583.2,1581.2,30.0,0
2021-07-19,11:15:00,1582.4,1584.0,1584.0,1582.2,30.0,0
2021-07-19,11:30:00,1584.0,1583.2,1584.6,1583.2,22.0,0
2021-07-19,11:45:00,1584.0,1585.4,1585.8,1584.0,19.0,0
2021-07-19,12:00:00,1586.0,1585.0,1586.6,1584.8,43.0,0
2021-07-19,12:15:00,1585.0,1584.4,1585.4,1583.4,30.0,0
