mini_nasdaq_date,mini_nasdaq_time,mini_nasdaq_open,mini_nasdaq_high,mini_nasdaq_low,mini_nasdaq_close,mini_nasdaq_volume,predict
2019-11-29,11:00:00,8428.0,8408.75,8406.5,8428.75,23310,0
2019-11-29,12:00:00,8408.75,8422.5,8408.75,8423.75,12202,0
2019-12-01,17:00:00,8424.5,8431.0,8422.5,8435.25,3879,1
2019-12-01,18:00:00,8431.25,8445.5,8430.0,8450.0,6510,1
2019-12-01,19:00:00,8445.5,8446.75,8442.0,8447.5,3668,1
2019-12-01,20:00:00,8446.25,8448.25,8444.75,8452.75,3284,1
2019-12-01,21:00:00,8448.25,8449.25,8447.0,8450.5,1759,1
2019-12-01,22:00:00,8449.25,8448.75,8448.5,8452.5,3255,1
2019-12-01,23:00:00,8449.0,8447.75,8446.0,8449.25,3244,1
2019-12-02,00:00:00,8447.75,8444.75,8443.5,8448.5,3574,1
2019-12-02,01:00:00,8444.5,8438.0,8436.25,8444.5,5606,1
2019-12-02,02:00:00,8437.75,8452.75,8435.75,8457.25,9663,1
2019-12-02,03:00:00,8452.25,8444.5,8442.0,8454.0,8545,1
2019-12-02,04:00:00,8444.5,8444.0,8443.5,8450.25,3020,1
2019-12-02,05:00:00,8444.0,8427.25,8419.0,8444.25,9790,0
2019-12-02,06:00:00,8426.75,8426.25,8420.75,8428.75,5496,0
2019-12-02,07:00:00,8426.25,8418.5,8407.5,8427.25,10882,0
2019-12-02,08:00:00,8418.5,8346.5,8345.25,8419.5,79782,1
2019-12-02,09:00:00,8346.5,8289.0,8276.75,8347.25,142014,0
2019-12-02,10:00:00,8288.5,8309.75,8276.5,8312.75,65924,0
2019-12-02,11:00:00,8310.0,8299.75,8287.25,8319.5,50954,1
2019-12-02,12:00:00,8299.75,8319.75,8296.5,8324.75,36859,1
2019-12-02,13:00:00,8319.75,8331.0,8318.25,8336.0,26746,1
2019-12-02,14:00:00,8331.5,8313.75,8313.25,8333.0,47845,1
2019-12-02,15:00:00,8313.75,8310.0,8309.25,8322.0,18615,1
2019-12-02,16:00:00,8310.25,8310.0,8309.25,8310.75,115,0
2019-12-02,17:00:00,8313.75,8305.5,8292.25,8316.25,7846,1
2019-12-02,18:00:00,8305.5,8314.5,8296.5,8316.25,7641,1
2019-12-02,19:00:00,8314.75,8315.75,8304.75,8322.0,11910,1
2019-12-02,20:00:00,8316.0,8322.0,8314.25,8327.0,6261,1
2019-12-02,21:00:00,8322.25,8330.25,8321.25,8335.25,7144,1
2019-12-02,22:00:00,8330.5,8330.25,8328.5,8334.75,1767,1
2019-12-02,23:00:00,8330.25,8333.5,8326.5,8337.5,5463,1
2019-12-03,00:00:00,8333.5,8327.5,8323.25,8334.5,3323,1
2019-12-03,01:00:00,8327.5,8322.25,8320.5,8332.5,5211,1
2019-12-03,02:00:00,8322.25,8329.25,8320.5,8332.25,7929,1
2019-12-03,03:00:00,8329.25,8325.75,8318.25,8336.5,7341,1
2019-12-03,04:00:00,8326.0,8276.75,8270.75,8332.75,23364,1
2019-12-03,05:00:00,8276.25,8290.75,8272.5,8293.5,9156,0
2019-12-03,06:00:00,8291.0,8256.0,8251.5,8292.0,14460,0
2019-12-03,07:00:00,8256.0,8222.5,8221.25,8261.25,34127,0
2019-12-03,08:00:00,8222.25,8197.0,8168.25,8225.0,121401,0
2019-12-03,09:00:00,8197.0,8193.5,8184.0,8220.75,103003,1
2019-12-03,10:00:00,8193.5,8202.0,8183.75,8210.75,64682,1
2019-12-03,11:00:00,8201.75,8212.75,8195.25,8217.5,32918,1
2019-12-03,12:00:00,8213.0,8229.75,8212.25,8239.5,32671,1
2019-12-03,13:00:00,8229.75,8230.5,8214.75,8234.0,31135,1
2019-12-03,14:00:00,8230.25,8260.25,8221.75,8261.0,50107,1
2019-12-03,15:00:00,8260.25,8255.0,8246.0,8261.25,15556,1
2019-12-03,16:00:00,8255.0,8255.5,8254.75,8255.5,80,1
2019-12-03,17:00:00,8258.75,8259.0,8251.25,8262.25,3595,1
2019-12-03,18:00:00,8259.0,8251.0,8242.5,8267.25,8858,1
2019-12-03,19:00:00,8250.75,8248.0,8241.5,8261.0,7967,1
2019-12-03,20:00:00,8248.0,8255.0,8247.5,8257.0,3819,1
2019-12-03,21:00:00,8254.75,8258.0,8248.0,8262.25,10898,1
2019-12-03,22:00:00,8258.0,8263.75,8256.75,8266.0,9299,1
2019-12-03,23:00:00,8263.75,8261.25,8259.0,8266.25,7961,1
2019-12-04,00:00:00,8261.25,8263.5,8257.5,8265.75,4242,1
2019-12-04,01:00:00,8263.5,8223.25,8222.5,8264.0,13006,1
2019-12-04,02:00:00,8222.75,8244.75,8220.5,8247.75,13787,0
2019-12-04,03:00:00,8245.0,8305.25,8244.5,8314.25,31203,1
2019-12-04,04:00:00,8305.0,8294.25,8292.75,8307.25,12307,1
2019-12-04,05:00:00,8294.25,8303.5,8293.25,8305.5,5433,1
2019-12-04,06:00:00,8303.75,8300.5,8296.5,8309.0,6909,1
2019-12-04,07:00:00,8300.5,8296.0,8282.0,8306.0,17688,1
2019-12-04,08:00:00,8296.0,8312.25,8287.5,8318.0,58427,1
2019-12-04,09:00:00,8312.0,8310.0,8298.75,8319.25,54471,1
2019-12-04,10:00:00,8310.0,8304.75,8301.75,8318.75,32051,1
2019-12-04,11:00:00,8304.5,8304.75,8294.25,8308.75,26178,1
2019-12-04,12:00:00,8305.0,8300.5,8296.5,8307.25,14863,1
2019-12-04,13:00:00,8300.5,8314.75,8300.25,8316.5,20359,1
2019-12-04,14:00:00,8314.75,8300.75,8299.25,8315.25,27535,1
2019-12-04,15:00:00,8300.5,8297.0,8286.0,8302.0,18538,0
2019-12-04,16:00:00,8296.5,8296.5,8296.25,8298.0,97,0
2019-12-04,17:00:00,8296.25,8292.25,8290.5,8303.5,4127,1
2019-12-04,18:00:00,8292.0,8293.0,8289.0,8298.5,8485,1
2019-12-04,19:00:00,8293.5,8295.5,8285.25,8309.75,10185,1
2019-12-04,20:00:00,8295.75,8292.75,8291.75,8300.5,5883,0
2019-12-04,21:00:00,8293.0,8292.5,8287.75,8294.5,3041,0
2019-12-04,22:00:00,8292.75,8295.0,8292.25,8297.0,2170,0
2019-12-04,23:00:00,8295.0,8290.0,8288.0,8297.25,3576,1
2019-12-05,00:00:00,8290.0,8302.75,8290.0,8303.25,3441,1
2019-12-05,01:00:00,8302.5,8322.0,8297.0,8322.75,9368,1
2019-12-05,02:00:00,8321.75,8311.75,8304.5,8322.25,9047,1
2019-12-05,03:00:00,8311.5,8319.0,8302.5,8319.75,5473,1
2019-12-05,04:00:00,8319.0,8331.0,8315.0,8338.75,7761,1
2019-12-05,05:00:00,8331.0,8333.0,8327.5,8340.0,5599,1
2019-12-05,06:00:00,8333.0,8330.25,8326.5,8337.25,5090,1
2019-12-05,07:00:00,8330.25,8325.75,8319.25,8334.75,11013,1
2019-12-05,08:00:00,8325.5,8305.0,8303.5,8327.25,49372,0
2019-12-05,09:00:00,8305.0,8293.75,8273.25,8307.75,69683,0
2019-12-05,10:00:00,8294.0,8292.5,8283.0,8300.5,38769,0
2019-12-05,11:00:00,8292.75,8291.25,8285.0,8298.0,20382,0
2019-12-05,12:00:00,8291.0,8301.5,8289.25,8303.0,20193,1
2019-12-05,13:00:00,8301.5,8298.25,8285.75,8313.25,28495,1
2019-12-05,14:00:00,8298.0,8310.75,8295.25,8316.5,31495,1
2019-12-05,15:00:00,8310.5,8311.5,8307.5,8314.5,10974,1
2019-12-05,16:00:00,8311.25,8310.75,8310.0,8312.25,148,1
2019-12-05,17:00:00,8311.0,8314.75,8307.75,8316.75,1697,1
2019-12-05,18:00:00,8314.5,8326.25,8314.5,8327.75,5532,1
2019-12-05,19:00:00,8326.25,8326.0,8319.5,8329.25,4290,1
2019-12-05,20:00:00,8326.0,8318.75,8317.5,8328.25,2383,1
2019-12-05,21:00:00,8318.5,8324.0,8317.0,8325.5,2107,1
2019-12-05,22:00:00,8324.0,8322.25,8322.0,8325.25,821,1
2019-12-05,23:00:00,8322.25,8320.0,8318.25,8325.0,1470,1
2019-12-06,00:00:00,8319.5,8334.75,8319.25,8345.5,7493,1
2019-12-06,01:00:00,8334.5,8335.75,8330.25,8338.75,5737,1
2019-12-06,02:00:00,8335.5,8337.0,8327.25,8338.75,6314,1
2019-12-06,03:00:00,8336.5,8341.25,8334.75,8343.75,3928,1
2019-12-06,04:00:00,8341.25,8337.0,8335.25,8342.25,3153,1
2019-12-06,05:00:00,8337.25,8343.0,8336.5,8343.5,3016,1
2019-12-06,06:00:00,8343.25,8335.0,8330.0,8343.5,4752,1
