te_date,te_time,te_open,te_high,te_close,te_low,te_volume,predict
2020-12-22,03:30:00,14278.0,14277.0,14288.0,14274.0,485.0,0
2020-12-22,03:45:00,14277.0,14272.0,14278.0,14271.0,181.0,0
2020-12-22,04:00:00,14273.0,14257.0,14273.0,14251.0,440.0,1
2020-12-22,04:15:00,14257.0,14258.0,14261.0,14254.0,299.0,1
2020-12-22,04:30:00,14258.0,14258.0,14264.0,14234.0,779.0,0
2020-12-22,04:45:00,14258.0,14253.0,14258.0,14248.0,507.0,0
2020-12-22,05:00:00,14253.0,14258.0,14258.0,14253.0,56.0,0
2020-12-22,08:45:00,14253.0,14228.0,14264.0,14224.0,5621.0,0
2020-12-22,09:00:00,14229.0,14244.0,14252.0,14215.0,8657.0,1
2020-12-22,09:15:00,14243.0,14272.0,14276.0,14234.0,7534.0,0
2020-12-22,09:30:00,14271.0,14240.0,14278.0,14230.0,7298.0,0
2020-12-22,09:45:00,14240.0,14256.0,14264.0,14231.0,5455.0,0
2020-12-22,10:00:00,14255.0,14261.0,14268.0,14243.0,4090.0,0
2020-12-22,10:15:00,14261.0,14263.0,14273.0,14242.0,4734.0,0
2020-12-22,10:30:00,14264.0,14284.0,14304.0,14257.0,9456.0,0
2020-12-22,10:45:00,14283.0,14314.0,14334.0,14281.0,9095.0,0
2020-12-22,11:00:00,14315.0,14265.0,14322.0,14262.0,6802.0,0
2020-12-22,11:15:00,14266.0,14281.0,14284.0,14263.0,3577.0,0
2020-12-22,11:30:00,14281.0,14281.0,14285.0,14255.0,4080.0,0
2020-12-22,11:45:00,14281.0,14277.0,14284.0,14263.0,1573.0,0
2020-12-22,12:00:00,14277.0,14252.0,14280.0,14247.0,3232.0,1
2020-12-22,12:15:00,14252.0,14237.0,14255.0,14208.0,6832.0,1
