mini_russell_date,mini_russell_time,mini_russell_open,mini_russell_high,mini_russell_close,mini_russell_low,mini_russell_volume,predict
2020-10-15,14:15:00,1633.7,1637.7,1637.8,1633.5,2930.0,0
2020-10-15,14:30:00,1637.7,1639.8,1639.9,1636.7,6947.0,-1
2020-10-15,14:45:00,1639.8,1635.4,1639.8,1633.8,7877.0,-1
2020-10-15,15:00:00,1635.3,1636.2,1638.2,1634.6,9404.0,0
2020-10-15,15:15:00,1636.1,1635.6,1636.2,1635.2,598.0,0
2020-10-15,15:30:00,1635.9,1638.1,1638.2,1635.9,591.0,0
2020-10-15,15:45:00,1638.2,1638.2,1638.6,1637.9,381.0,-1
2020-10-15,16:00:00,1638.1,1637.7,1638.2,1637.4,31.0,0
2020-10-15,17:00:00,1638.0,1638.0,1639.3,1637.4,362.0,0
2020-10-15,17:15:00,1638.2,1638.2,1638.3,1637.6,104.0,0
2020-10-15,17:30:00,1638.2,1638.0,1638.4,1637.3,191.0,0
2020-10-15,17:45:00,1637.9,1638.1,1638.3,1637.7,77.0,0
2020-10-15,18:00:00,1638.1,1640.5,1640.5,1637.6,586.0,0
2020-10-15,18:15:00,1640.4,1642.7,1643.0,1640.4,406.0,0
2020-10-15,18:30:00,1642.7,1642.8,1643.5,1641.2,503.0,0
2020-10-15,18:45:00,1642.8,1641.3,1643.2,1641.1,205.0,0
2020-10-15,19:00:00,1641.2,1640.9,1642.9,1640.0,252.0,0
2020-10-15,19:15:00,1640.9,1641.8,1641.9,1639.4,285.0,0
2020-10-15,19:30:00,1641.8,1644.1,1644.2,1641.2,430.0,-1
2020-10-15,19:45:00,1644.0,1643.7,1645.5,1643.4,297.0,-1
2020-10-15,20:00:00,1643.8,1646.1,1648.4,1643.7,758.0,-1
2020-10-15,20:15:00,1646.1,1644.2,1646.1,1643.8,236.0,0
2020-10-15,20:30:00,1644.2,1646.3,1646.5,1644.2,304.0,0
2020-10-15,20:45:00,1646.2,1645.1,1646.2,1644.9,87.0,0
2020-10-15,21:00:00,1645.3,1645.1,1645.6,1644.7,123.0,0
2020-10-15,21:15:00,1645.3,1644.4,1645.5,1644.4,96.0,0
2020-10-15,21:30:00,1644.4,1645.3,1645.5,1644.3,65.0,0
2020-10-15,21:45:00,1645.3,1644.4,1645.4,1644.4,117.0,0
2020-10-15,22:00:00,1644.6,1642.5,1644.8,1642.3,156.0,0
2020-10-15,22:15:00,1642.8,1640.6,1643.0,1639.2,435.0,0
2020-10-15,22:30:00,1640.6,1641.1,1641.6,1639.5,312.0,0
2020-10-15,22:45:00,1641.3,1641.6,1642.0,1641.2,64.0,0
2020-10-15,23:00:00,1641.5,1640.1,1641.7,1640.0,206.0,0
2020-10-15,23:15:00,1640.0,1638.6,1640.2,1638.5,207.0,0
2020-10-15,23:30:00,1638.4,1638.8,1639.1,1637.6,109.0,0
2020-10-15,23:45:00,1638.9,1638.8,1639.7,1638.4,115.0,0
2020-10-16,00:00:00,1638.7,1640.5,1641.0,1638.7,158.0,-1
2020-10-16,00:15:00,1640.3,1640.7,1642.0,1640.3,340.0,-1
2020-10-16,00:30:00,1640.6,1641.6,1641.7,1640.5,102.0,0
2020-10-16,00:45:00,1641.7,1641.4,1641.9,1640.7,75.0,0
2020-10-16,01:00:00,1641.4,1639.5,1641.4,1638.9,239.0,0
2020-10-16,01:15:00,1639.3,1638.8,1639.3,1638.3,118.0,0
2020-10-16,01:30:00,1638.8,1639.8,1640.1,1638.8,148.0,0
2020-10-16,01:45:00,1639.8,1640.9,1641.1,1638.3,209.0,-1
2020-10-16,02:00:00,1641.0,1640.9,1643.4,1640.1,1340.0,-1
2020-10-16,02:15:00,1640.9,1639.1,1641.5,1638.7,493.0,0
2020-10-16,02:30:00,1639.3,1638.6,1639.8,1636.9,475.0,0
2020-10-16,02:45:00,1638.6,1639.5,1639.7,1637.9,360.0,0
2020-10-16,03:00:00,1639.7,1637.5,1640.3,1637.0,478.0,0
2020-10-16,03:15:00,1637.4,1637.0,1637.5,1635.8,316.0,0
2020-10-16,03:30:00,1637.2,1636.9,1638.5,1636.5,168.0,0
2020-10-16,03:45:00,1637.0,1638.2,1638.2,1636.5,186.0,0
2020-10-16,04:00:00,1638.1,1637.8,1639.6,1637.7,277.0,0
2020-10-16,04:15:00,1637.7,1637.8,1639.1,1637.1,239.0,0
2020-10-16,04:30:00,1637.7,1636.5,1637.7,1636.0,225.0,0
2020-10-16,04:45:00,1636.5,1637.6,1637.6,1634.3,286.0,0
2020-10-16,05:00:00,1637.6,1637.8,1638.2,1636.6,211.0,0
2020-10-16,05:15:00,1638.0,1640.9,1640.9,1637.8,435.0,-1
2020-10-16,05:30:00,1640.9,1641.4,1641.7,1640.3,279.0,0
2020-10-16,05:45:00,1641.6,1640.7,1641.8,1638.4,520.0,0
2020-10-16,06:00:00,1640.9,1638.9,1641.0,1638.9,342.0,0
2020-10-16,06:15:00,1639.0,1640.6,1642.0,1638.7,438.0,0
2020-10-16,06:30:00,1640.6,1640.7,1641.5,1640.2,231.0,0
2020-10-16,06:45:00,1640.4,1639.5,1641.5,1639.3,183.0,0
2020-10-16,07:00:00,1639.6,1638.1,1640.0,1637.5,904.0,0
2020-10-16,07:15:00,1638.2,1639.1,1639.3,1637.2,654.0,0
2020-10-16,07:30:00,1638.9,1642.2,1643.0,1638.6,1292.0,-1
2020-10-16,07:45:00,1642.1,1641.6,1642.9,1641.3,963.0,-1
2020-10-16,08:00:00,1641.6,1639.3,1642.4,1638.1,1160.0,0
2020-10-16,08:15:00,1639.3,1638.6,1640.1,1637.6,1403.0,0
2020-10-16,08:30:00,1638.7,1637.8,1640.8,1634.9,10119.0,0
2020-10-16,08:45:00,1637.8,1635.2,1637.8,1631.4,5151.0,0
2020-10-16,09:00:00,1635.1,1634.0,1637.6,1632.7,4797.0,0
2020-10-16,09:15:00,1634.2,1639.2,1639.7,1632.6,5963.0,-1
2020-10-16,09:30:00,1639.1,1642.1,1642.1,1637.0,6168.0,-1
2020-10-16,09:45:00,1642.0,1640.6,1643.3,1639.3,5298.0,0
2020-10-16,10:00:00,1640.5,1639.4,1641.9,1638.5,3117.0,0
2020-10-16,10:15:00,1639.3,1639.8,1640.1,1635.9,4231.0,0
2020-10-16,10:30:00,1639.8,1643.4,1643.9,1639.0,3873.0,0
2020-10-16,10:45:00,1643.4,1644.6,1644.7,1641.9,2103.0,-1
2020-10-16,11:00:00,1644.5,1642.6,1644.9,1640.8,2495.0,0
2020-10-16,11:15:00,1642.6,1643.1,1644.4,1641.7,2823.0,0
2020-10-16,11:30:00,1643.0,1637.1,1643.5,1636.3,3952.0,0
2020-10-16,11:45:00,1637.2,1638.6,1639.0,1633.7,3488.0,0
2020-10-16,12:00:00,1638.7,1640.0,1640.5,1637.7,1652.0,0
2020-10-16,12:15:00,1640.1,1641.8,1642.3,1639.9,1850.0,-1
2020-10-16,12:30:00,1641.8,1640.6,1643.1,1640.2,1810.0,-1
2020-10-16,12:45:00,1640.6,1641.5,1642.3,1640.0,2006.0,0
2020-10-16,13:00:00,1641.7,1642.5,1643.0,1639.5,2708.0,0
2020-10-16,13:15:00,1642.4,1642.1,1642.4,1640.4,1289.0,0
2020-10-16,13:30:00,1642.2,1640.5,1642.4,1639.9,1570.0,0
2020-10-16,13:45:00,1640.4,1642.0,1642.4,1638.8,1998.0,0
2020-10-16,14:00:00,1642.0,1636.8,1642.0,1636.2,2764.0,0
2020-10-16,14:15:00,1636.7,1637.8,1637.9,1634.7,3300.0,0
2020-10-16,14:30:00,1637.7,1634.1,1637.9,1632.3,3976.0,0
2020-10-16,14:45:00,1634.0,1632.9,1635.3,1631.7,6725.0,0
2020-10-16,15:00:00,1632.9,1627.9,1633.1,1627.5,11539.0,0
2020-10-16,15:15:00,1627.9,1627.5,1628.1,1626.8,490.0,0
2020-10-16,15:30:00,1627.7,1628.7,1629.0,1627.4,1061.0,0
2020-10-16,15:45:00,1628.6,1627.9,1629.3,1627.8,429.0,0
2020-10-16,16:00:00,1628.0,1627.9,1628.5,1627.8,349.0,0
2020-10-18,17:00:00,1630.6,1634.0,1634.7,1630.6,607.0,-1
2020-10-18,17:15:00,1633.9,1634.4,1635.2,1633.8,280.0,-1
2020-10-18,17:30:00,1634.2,1635.3,1635.9,1634.2,146.0,0
2020-10-18,17:45:00,1635.3,1634.7,1635.6,1634.6,48.0,0
2020-10-18,18:00:00,1634.7,1634.6,1635.3,1634.4,20.0,0
2020-10-18,18:15:00,1635.1,1635.2,1635.4,1634.6,36.0,0
2020-10-18,18:30:00,1634.9,1634.8,1635.8,1634.3,173.0,0
2020-10-18,18:45:00,1634.6,1634.3,1635.0,1634.2,86.0,0
2020-10-18,19:00:00,1634.3,1635.2,1636.6,1634.3,116.0,0
2020-10-18,19:15:00,1635.3,1635.7,1636.1,1635.3,50.0,0
2020-10-18,19:30:00,1635.4,1635.9,1636.8,1635.4,44.0,0
2020-10-18,19:45:00,1635.8,1636.8,1636.8,1635.8,38.0,0
2020-10-18,20:00:00,1636.9,1637.0,1637.7,1636.4,116.0,0
2020-10-18,20:15:00,1637.2,1637.9,1638.5,1637.2,140.0,0
2020-10-18,20:30:00,1638.1,1638.6,1639.1,1637.8,98.0,0
2020-10-18,20:45:00,1638.9,1638.1,1639.1,1637.9,38.0,0
2020-10-18,21:00:00,1638.0,1637.4,1639.0,1634.5,497.0,0
2020-10-18,21:15:00,1637.2,1636.8,1637.2,1636.2,99.0,0
2020-10-18,21:30:00,1637.0,1636.6,1637.2,1635.6,49.0,0
2020-10-18,21:45:00,1636.7,1636.9,1637.1,1636.5,28.0,0
2020-10-18,22:00:00,1637.3,1636.5,1637.6,1636.4,27.0,0
2020-10-18,22:15:00,1636.5,1636.0,1636.5,1635.1,84.0,0
2020-10-18,22:30:00,1635.9,1637.1,1637.2,1635.7,79.0,0
2020-10-18,22:45:00,1637.5,1637.7,1638.5,1637.3,89.0,0
2020-10-18,23:00:00,1637.7,1638.7,1638.7,1637.7,21.0,0
2020-10-18,23:15:00,1638.6,1638.3,1638.9,1637.8,21.0,0
2020-10-18,23:30:00,1638.2,1638.1,1638.2,1637.7,97.0,0
2020-10-18,23:45:00,1638.0,1637.6,1638.2,1637.1,164.0,0
2020-10-19,00:00:00,1637.7,1638.7,1639.0,1637.4,74.0,0
2020-10-19,00:15:00,1638.7,1639.0,1639.0,1638.3,26.0,0
2020-10-19,00:30:00,1638.8,1637.5,1639.7,1637.5,150.0,0
2020-10-19,00:45:00,1637.6,1638.3,1638.5,1637.3,65.0,0
2020-10-19,01:00:00,1638.4,1637.3,1638.5,1637.3,142.0,0
2020-10-19,01:15:00,1637.3,1637.6,1638.0,1637.2,46.0,0
2020-10-19,01:30:00,1637.3,1637.3,1637.6,1636.8,207.0,0
2020-10-19,01:45:00,1637.3,1638.2,1638.3,1637.2,57.0,0
2020-10-19,02:00:00,1638.2,1643.1,1643.3,1637.9,762.0,-1
2020-10-19,02:15:00,1643.3,1641.9,1643.4,1641.9,149.0,-1
2020-10-19,02:30:00,1642.2,1641.9,1642.6,1641.6,71.0,0
2020-10-19,02:45:00,1641.8,1639.6,1642.0,1639.6,84.0,0
2020-10-19,03:00:00,1639.4,1639.0,1640.7,1637.6,401.0,0
2020-10-19,03:15:00,1639.1,1638.9,1639.6,1638.4,129.0,0
2020-10-19,03:30:00,1639.2,1639.0,1639.7,1638.7,256.0,0
2020-10-19,03:45:00,1639.1,1639.7,1640.2,1639.0,130.0,0
2020-10-19,04:00:00,1639.7,1639.9,1640.7,1639.7,145.0,0
2020-10-19,04:15:00,1639.6,1640.4,1641.6,1639.5,320.0,0
2020-10-19,04:30:00,1640.5,1639.9,1640.5,1639.3,335.0,0
2020-10-19,04:45:00,1639.9,1639.0,1640.1,1637.8,141.0,0
2020-10-19,05:00:00,1639.5,1637.0,1639.5,1636.4,226.0,0
2020-10-19,05:15:00,1637.2,1636.7,1637.8,1635.5,370.0,0
2020-10-19,05:30:00,1636.8,1638.2,1638.6,1635.8,303.0,0
2020-10-19,05:45:00,1638.3,1639.1,1639.1,1637.4,222.0,0
2020-10-19,06:00:00,1639.2,1638.5,1640.5,1638.4,307.0,0
2020-10-19,06:15:00,1638.7,1638.0,1638.8,1637.7,99.0,0
2020-10-19,06:30:00,1638.0,1637.8,1638.3,1637.4,135.0,0
2020-10-19,06:45:00,1638.0,1636.9,1638.8,1636.8,297.0,0
2020-10-19,07:00:00,1636.8,1637.0,1637.3,1635.6,556.0,0
2020-10-19,07:15:00,1637.1,1637.1,1638.2,1636.5,339.0,0
2020-10-19,07:30:00,1637.3,1637.8,1638.7,1637.0,524.0,-1
2020-10-19,07:45:00,1637.6,1637.4,1637.8,1636.2,336.0,0
2020-10-19,08:00:00,1637.2,1637.3,1637.9,1636.9,213.0,0
2020-10-19,08:15:00,1637.3,1637.1,1638.2,1637.1,486.0,0
2020-10-19,08:30:00,1637.1,1639.6,1642.8,1633.2,7945.0,-1
2020-10-19,08:45:00,1639.8,1644.5,1648.4,1637.9,6616.0,-1
2020-10-19,09:00:00,1644.5,1635.7,1645.1,1633.8,6441.0,0
