mini_russell_date,mini_russell_time,mini_russell_open,mini_russell_high,mini_russell_low,mini_russell_close,mini_russell_volume,predict
2018-07-23,08:00:00,1696.6,1695.3,1691.9,1701.0,12029,1
2018-07-23,09:00:00,1695.2,1695.8,1692.5,1698.2,18189,1
2018-07-23,10:00:00,1695.8,1702.2,1694.8,1702.3,7086,1
2018-07-23,11:00:00,1702.2,1704.0,1701.6,1705.2,7947,1
2018-07-23,12:00:00,1704.0,1704.3,1703.2,1705.7,4643,1
2018-07-23,13:00:00,1704.5,1703.2,1702.3,1705.5,4456,1
2018-07-23,14:00:00,1703.2,1701.0,1700.6,1703.4,6615,1
2018-07-23,15:00:00,1700.9,1702.1,1700.6,1703.4,8508,1
2018-07-23,16:00:00,1702.3,1702.2,1701.8,1702.4,11,0
2018-07-23,17:00:00,1701.9,1702.5,1701.7,1702.8,101,1
2018-07-23,18:00:00,1702.8,1705.0,1702.8,1705.0,210,1
2018-07-23,19:00:00,1704.9,1703.9,1703.4,1705.1,176,1
2018-07-23,20:00:00,1703.8,1705.8,1703.0,1706.0,232,1
2018-07-23,21:00:00,1705.8,1706.4,1705.5,1706.8,191,1
2018-07-23,22:00:00,1706.5,1706.3,1706.0,1707.1,105,1
2018-07-23,23:00:00,1706.1,1706.0,1705.9,1706.2,36,1
2018-07-24,00:00:00,1706.0,1706.0,1705.8,1706.3,34,1
2018-07-24,01:00:00,1706.1,1705.2,1705.2,1706.3,158,1
2018-07-24,02:00:00,1705.1,1704.4,1702.9,1705.2,713,0
2018-07-24,03:00:00,1704.4,1706.6,1704.4,1707.0,686,1
2018-07-24,04:00:00,1706.6,1707.3,1706.2,1707.8,602,1
2018-07-24,05:00:00,1707.2,1706.8,1705.5,1707.4,491,1
2018-07-24,06:00:00,1706.8,1706.7,1705.3,1706.9,684,1
2018-07-24,07:00:00,1706.6,1707.1,1706.1,1710.0,2470,1
2018-07-24,08:00:00,1707.1,1702.1,1701.4,1711.8,15046,1
2018-07-24,09:00:00,1702.1,1698.9,1698.6,1706.7,17519,0
2018-07-24,10:00:00,1698.9,1691.1,1689.5,1699.6,17051,0
2018-07-24,11:00:00,1691.1,1685.7,1684.9,1692.8,11078,0
2018-07-24,12:00:00,1685.8,1679.7,1678.0,1688.7,15708,0
2018-07-24,13:00:00,1679.7,1681.2,1676.1,1681.4,12750,0
2018-07-24,14:00:00,1681.2,1683.5,1680.2,1684.9,15932,1
2018-07-24,15:00:00,1683.5,1680.7,1680.6,1683.9,10206,1
2018-07-24,16:00:00,1681.0,1680.7,1680.6,1681.4,35,0
2018-07-24,17:00:00,1680.0,1680.5,1679.8,1681.9,182,0
2018-07-24,18:00:00,1680.6,1681.0,1680.6,1681.4,76,0
2018-07-24,19:00:00,1681.1,1680.9,1680.1,1681.8,700,1
2018-07-24,20:00:00,1680.9,1680.7,1679.9,1681.5,373,1
2018-07-24,21:00:00,1680.7,1681.2,1680.1,1681.3,72,0
2018-07-24,22:00:00,1681.2,1679.9,1679.9,1681.6,146,1
2018-07-24,23:00:00,1680.0,1679.5,1678.8,1680.0,162,0
2018-07-25,00:00:00,1679.8,1680.4,1679.4,1680.4,87,0
2018-07-25,01:00:00,1680.5,1682.5,1680.3,1682.5,236,1
2018-07-25,02:00:00,1682.4,1682.5,1681.5,1683.0,645,1
2018-07-25,03:00:00,1682.5,1682.6,1681.2,1683.1,486,1
2018-07-25,04:00:00,1682.4,1683.0,1682.0,1683.2,411,1
2018-07-25,05:00:00,1682.9,1681.5,1680.5,1683.8,1113,1
2018-07-25,06:00:00,1681.6,1680.8,1679.7,1682.1,858,0
2018-07-25,07:00:00,1680.9,1682.9,1680.6,1683.0,1177,1
2018-07-25,08:00:00,1683.0,1684.8,1681.5,1687.3,11995,1
2018-07-25,09:00:00,1684.9,1678.8,1675.1,1686.7,21889,1
2018-07-25,10:00:00,1678.7,1682.5,1676.4,1682.8,14925,0
2018-07-25,11:00:00,1682.5,1684.7,1681.1,1685.8,6708,1
2018-07-25,12:00:00,1684.8,1680.7,1679.0,1685.3,6784,1
2018-07-25,13:00:00,1680.6,1683.4,1680.4,1684.3,8509,1
2018-07-25,14:00:00,1683.3,1687.0,1680.7,1688.5,21253,1
2018-07-25,15:00:00,1686.9,1690.2,1686.9,1691.0,11725,1
2018-07-25,16:00:00,1690.3,1690.0,1689.5,1690.9,35,1
2018-07-25,17:00:00,1687.5,1688.8,1687.5,1690.4,837,1
2018-07-25,18:00:00,1688.7,1689.0,1688.0,1689.5,355,1
2018-07-25,19:00:00,1688.6,1689.3,1688.4,1690.1,114,1
2018-07-25,20:00:00,1689.4,1689.7,1689.2,1690.5,154,1
2018-07-25,21:00:00,1689.5,1688.9,1688.4,1689.6,129,1
2018-07-25,22:00:00,1688.7,1688.8,1688.3,1688.9,66,0
2018-07-25,23:00:00,1688.6,1689.0,1688.6,1689.0,61,1
2018-07-26,00:00:00,1689.0,1689.4,1688.6,1689.6,62,1
2018-07-26,01:00:00,1689.2,1689.3,1689.1,1690.4,171,1
2018-07-26,02:00:00,1689.5,1689.3,1689.0,1690.5,652,1
2018-07-26,03:00:00,1689.4,1689.7,1688.3,1690.3,413,0
2018-07-26,04:00:00,1689.6,1690.6,1689.6,1690.7,408,1
2018-07-26,05:00:00,1690.6,1688.6,1688.5,1690.8,390,1
2018-07-26,06:00:00,1688.6,1689.0,1688.4,1689.9,638,0
2018-07-26,07:00:00,1688.9,1689.6,1688.6,1691.0,1735,1
2018-07-26,08:00:00,1689.5,1695.0,1688.9,1697.2,15255,1
2018-07-26,09:00:00,1694.9,1703.2,1694.8,1705.0,20916,1
2018-07-26,10:00:00,1703.2,1701.2,1699.6,1707.7,17562,1
2018-07-26,11:00:00,1701.2,1693.2,1692.5,1702.5,13672,1
2018-07-26,12:00:00,1693.2,1695.7,1692.4,1697.0,7397,0
2018-07-26,13:00:00,1695.7,1697.6,1695.3,1699.2,6579,1
2018-07-26,14:00:00,1697.5,1697.3,1696.3,1699.6,12690,1
2018-07-26,15:00:00,1697.5,1697.5,1696.0,1701.6,11308,1
2018-07-26,16:00:00,1697.3,1697.4,1696.9,1697.8,29,0
2018-07-26,17:00:00,1699.0,1699.2,1696.1,1700.2,340,1
2018-07-26,18:00:00,1698.6,1699.8,1698.6,1700.4,98,1
2018-07-26,19:00:00,1699.8,1701.1,1699.7,1701.3,139,1
2018-07-26,20:00:00,1700.8,1700.1,1699.6,1701.0,169,1
2018-07-26,21:00:00,1700.0,1701.3,1699.9,1701.3,82,1
2018-07-26,22:00:00,1701.4,1702.1,1701.4,1702.3,188,1
2018-07-26,23:00:00,1702.3,1702.0,1701.9,1702.4,86,1
2018-07-27,00:00:00,1702.1,1702.3,1701.4,1702.6,215,1
2018-07-27,01:00:00,1702.5,1702.1,1702.1,1703.3,291,1
2018-07-27,02:00:00,1702.2,1701.7,1701.7,1703.2,711,1
2018-07-27,03:00:00,1701.8,1701.4,1701.4,1702.3,351,0
2018-07-27,04:00:00,1701.5,1702.7,1701.4,1703.2,534,1
2018-07-27,05:00:00,1702.6,1701.4,1701.2,1702.7,733,1
2018-07-27,06:00:00,1701.4,1701.4,1701.1,1701.9,392,0
2018-07-27,07:00:00,1701.3,1700.6,1699.1,1702.0,1934,1
2018-07-27,08:00:00,1700.5,1692.3,1691.2,1700.9,11725,0
2018-07-27,09:00:00,1692.3,1675.2,1674.5,1692.5,24452,0
2018-07-27,10:00:00,1675.2,1673.5,1668.3,1677.8,21580,0
2018-07-27,11:00:00,1673.5,1663.3,1663.1,1673.9,14234,0
2018-07-27,12:00:00,1663.3,1667.6,1661.2,1667.8,15890,0
2018-07-27,13:00:00,1667.7,1664.5,1663.4,1670.3,10469,1
2018-07-27,14:00:00,1664.5,1665.2,1664.3,1668.5,19206,1
2018-07-27,15:00:00,1665.2,1662.6,1661.3,1666.5,14115,1
2018-07-27,16:00:00,1662.5,1661.9,1661.9,1662.8,53,0
2018-07-29,17:00:00,1661.6,1661.3,1659.7,1665.2,377,1
2018-07-29,18:00:00,1661.2,1660.6,1659.8,1661.5,218,0
2018-07-29,19:00:00,1660.6,1658.3,1658.0,1661.5,565,0
2018-07-29,20:00:00,1658.5,1659.1,1658.1,1659.8,225,0
2018-07-29,21:00:00,1659.2,1656.8,1656.5,1659.3,239,0
2018-07-29,22:00:00,1656.5,1656.8,1655.5,1657.5,296,0
2018-07-29,23:00:00,1657.1,1656.9,1656.4,1657.5,85,0
2018-07-30,00:00:00,1657.0,1656.8,1656.0,1657.1,207,0
2018-07-30,01:00:00,1656.7,1657.7,1656.6,1657.8,418,1
2018-07-30,02:00:00,1657.8,1657.7,1657.4,1659.3,1158,1
2018-07-30,03:00:00,1657.7,1658.6,1657.3,1658.8,983,0
2018-07-30,04:00:00,1658.6,1659.3,1658.1,1659.5,881,1
2018-07-30,05:00:00,1659.3,1658.9,1657.1,1659.9,1035,1
2018-07-30,06:00:00,1658.9,1660.0,1658.7,1660.4,901,1
2018-07-30,07:00:00,1659.9,1662.4,1659.7,1663.1,1832,1
2018-07-30,08:00:00,1662.4,1663.8,1660.4,1670.1,19906,1
2018-07-30,09:00:00,1664.0,1668.9,1662.4,1673.4,18783,1
2018-07-30,10:00:00,1668.9,1666.3,1662.2,1670.7,16017,1
2018-07-30,11:00:00,1666.4,1661.0,1656.7,1666.5,11898,0
2018-07-30,12:00:00,1660.9,1662.7,1658.8,1663.9,8100,0
2018-07-30,13:00:00,1662.9,1659.2,1658.7,1663.8,5721,1
2018-07-30,14:00:00,1659.2,1655.0,1653.7,1661.4,18389,0
2018-07-30,15:00:00,1655.0,1656.0,1653.4,1656.9,13173,0
2018-07-30,16:00:00,1656.0,1656.3,1655.8,1657.2,133,0
2018-07-30,17:00:00,1656.2,1656.2,1655.2,1657.6,303,1
2018-07-30,18:00:00,1656.3,1655.8,1655.4,1656.4,80,1
2018-07-30,19:00:00,1655.8,1655.3,1653.9,1655.9,261,0
2018-07-30,20:00:00,1655.4,1654.9,1653.6,1656.0,290,0
2018-07-30,21:00:00,1655.1,1655.4,1654.4,1656.0,107,0
2018-07-30,22:00:00,1655.3,1654.4,1654.3,1655.7,119,0
2018-07-30,23:00:00,1654.3,1654.5,1653.8,1656.0,723,1
2018-07-31,00:00:00,1654.5,1655.6,1654.4,1655.7,131,0
2018-07-31,01:00:00,1655.6,1654.9,1654.8,1655.9,361,0
2018-07-31,02:00:00,1654.8,1655.5,1654.5,1656.8,776,1
2018-07-31,03:00:00,1655.6,1655.3,1653.3,1655.7,914,0
2018-07-31,04:00:00,1655.2,1654.5,1654.3,1655.9,427,0
2018-07-31,05:00:00,1654.4,1657.1,1654.2,1657.4,591,1
2018-07-31,06:00:00,1657.1,1657.2,1656.2,1657.4,437,1
2018-07-31,07:00:00,1657.2,1656.9,1656.2,1658.2,943,1
2018-07-31,08:00:00,1656.9,1659.9,1655.9,1663.6,18703,1
2018-07-31,09:00:00,1659.9,1665.2,1657.1,1667.0,18031,1
2018-07-31,10:00:00,1665.1,1673.8,1664.4,1674.4,17340,1
2018-07-31,11:00:00,1673.8,1677.4,1673.7,1679.7,13312,1
2018-07-31,12:00:00,1677.3,1672.0,1669.6,1678.2,11664,1
2018-07-31,13:00:00,1671.9,1674.1,1669.1,1675.4,9136,1
2018-07-31,14:00:00,1674.1,1671.7,1671.4,1674.9,21594,1
2018-07-31,15:00:00,1671.8,1678.1,1671.6,1679.4,16888,1
2018-07-31,16:00:00,1678.3,1677.8,1677.8,1678.3,15,1
2018-07-31,17:00:00,1677.2,1672.6,1671.8,1677.3,533,1
2018-07-31,18:00:00,1672.2,1673.8,1670.6,1674.2,283,0
2018-07-31,19:00:00,1673.6,1672.6,1672.5,1674.3,251,0
2018-07-31,20:00:00,1672.5,1670.5,1670.1,1672.5,416,0
2018-07-31,21:00:00,1670.6,1671.2,1670.5,1671.8,121,0
2018-07-31,22:00:00,1671.1,1672.0,1671.1,1672.1,87,0
2018-07-31,23:00:00,1671.9,1672.3,1671.5,1672.6,128,1
2018-08-01,00:00:00,1672.5,1672.6,1672.1,1673.1,181,1
2018-08-01,01:00:00,1672.5,1674.7,1672.5,1675.1,336,1
2018-08-01,02:00:00,1674.6,1673.0,1671.7,1675.4,645,1
2018-08-01,03:00:00,1672.9,1671.4,1671.1,1673.7,488,0
2018-08-01,04:00:00,1671.3,1669.7,1669.2,1671.4,992,0
2018-08-01,05:00:00,1669.7,1669.4,1669.4,1671.9,759,0
2018-08-01,06:00:00,1669.4,1671.5,1669.3,1671.5,790,0
2018-08-01,07:00:00,1671.5,1671.9,1670.4,1672.2,2152,1
2018-08-01,08:00:00,1671.9,1673.5,1667.5,1673.7,16464,1
2018-08-01,09:00:00,1673.4,1670.5,1669.1,1675.7,14818,1
2018-08-01,10:00:00,1670.5,1661.1,1661.1,1670.5,14904,0
2018-08-01,11:00:00,1661.2,1659.2,1657.6,1663.6,12311,0
2018-08-01,12:00:00,1659.2,1662.6,1658.6,1665.1,7797,0
2018-08-01,13:00:00,1662.7,1668.7,1661.1,1669.3,10389,1
2018-08-01,14:00:00,1668.6,1670.7,1667.8,1672.5,9790,1
2018-08-01,15:00:00,1670.7,1670.4,1667.0,1671.6,8914,1
2018-08-01,16:00:00,1670.2,1670.6,1669.6,1670.7,58,1
2018-08-01,17:00:00,1670.6,1670.4,1669.8,1671.0,251,1
2018-08-01,18:00:00,1670.3,1670.4,1669.7,1671.0,119,1
2018-08-01,19:00:00,1670.6,1670.9,1669.9,1671.4,129,1
2018-08-01,20:00:00,1670.7,1669.6,1669.5,1671.1,149,1
2018-08-01,21:00:00,1669.4,1668.6,1668.3,1670.1,270,0
2018-08-01,22:00:00,1668.8,1666.6,1666.6,1669.0,346,0
2018-08-01,23:00:00,1666.7,1667.8,1665.4,1667.8,222,0
2018-08-02,00:00:00,1667.8,1667.1,1665.9,1668.3,211,1
2018-08-02,01:00:00,1667.3,1665.6,1664.9,1667.8,376,0
2018-08-02,02:00:00,1665.6,1663.7,1662.4,1666.1,1309,0
2018-08-02,03:00:00,1663.5,1661.6,1661.3,1665.0,601,0
2018-08-02,04:00:00,1661.7,1658.9,1657.2,1661.9,1228,0
2018-08-02,05:00:00,1659.0,1658.4,1656.8,1659.2,828,0
2018-08-02,06:00:00,1658.5,1660.7,1658.5,1661.0,1134,1
2018-08-02,07:00:00,1660.6,1662.6,1658.6,1663.6,1987,1
2018-08-02,08:00:00,1662.6,1667.4,1660.7,1669.1,14821,1
2018-08-02,09:00:00,1667.5,1672.9,1667.1,1675.9,16065,1
2018-08-02,10:00:00,1672.8,1674.1,1671.7,1675.9,10346,1
2018-08-02,11:00:00,1674.2,1679.2,1672.1,1682.6,13132,1
2018-08-02,12:00:00,1679.3,1683.7,1679.3,1685.0,12782,1
2018-08-02,13:00:00,1683.6,1682.8,1680.5,1684.9,8536,1
2018-08-02,14:00:00,1682.8,1683.7,1680.6,1684.7,12969,1
2018-08-02,15:00:00,1683.7,1685.2,1682.5,1685.7,10540,1
2018-08-02,16:00:00,1685.3,1685.0,1685.0,1685.5,32,1
2018-08-02,17:00:00,1685.5,1685.1,1684.6,1685.7,212,1
2018-08-02,18:00:00,1684.8,1684.8,1684.2,1685.0,114,1
2018-08-02,19:00:00,1684.8,1685.0,1684.2,1685.5,222,1
2018-08-02,20:00:00,1685.0,1684.6,1683.1,1685.0,442,1
2018-08-02,21:00:00,1684.4,1683.4,1683.0,1684.4,227,0
2018-08-02,22:00:00,1683.4,1683.8,1683.4,1684.1,87,0
2018-08-02,23:00:00,1683.9,1684.3,1683.9,1684.4,36,1
2018-08-03,00:00:00,1683.9,1684.3,1683.9,1684.7,76,1
2018-08-03,01:00:00,1684.1,1684.6,1684.0,1685.1,316,1
2018-08-03,02:00:00,1684.7,1684.5,1683.6,1684.9,693,1
2018-08-03,03:00:00,1684.5,1684.3,1683.7,1685.0,606,1
2018-08-03,04:00:00,1684.3,1684.6,1683.7,1685.0,321,1
2018-08-03,05:00:00,1684.7,1684.7,1684.6,1685.6,557,1
2018-08-03,06:00:00,1684.7,1686.8,1684.6,1687.9,1018,1
2018-08-03,07:00:00,1686.9,1682.6,1682.5,1687.1,2317,1
2018-08-03,08:00:00,1682.6,1683.0,1682.2,1689.5,13756,1
2018-08-03,09:00:00,1683.0,1675.1,1673.7,1685.2,19403,0
2018-08-03,10:00:00,1675.0,1670.7,1670.2,1677.2,14832,0
2018-08-03,11:00:00,1670.8,1670.3,1668.2,1673.0,11052,0
2018-08-03,12:00:00,1670.3,1672.5,1669.0,1673.5,8769,0
2018-08-03,13:00:00,1672.5,1672.7,1670.4,1673.5,8461,1
2018-08-03,14:00:00,1672.9,1674.8,1672.8,1675.2,14409,1
2018-08-03,15:00:00,1674.7,1677.2,1674.2,1677.4,9206,1
2018-08-03,16:00:00,1677.1,1677.0,1676.5,1677.3,40,1
2018-08-05,17:00:00,1676.7,1676.2,1675.9,1677.6,273,1
2018-08-05,18:00:00,1676.2,1675.8,1675.6,1677.1,189,1
2018-08-05,19:00:00,1675.6,1676.5,1675.6,1677.2,119,1
2018-08-05,20:00:00,1676.3,1678.1,1676.1,1678.5,170,1
2018-08-05,21:00:00,1678.2,1678.4,1678.2,1679.1,127,1
2018-08-05,22:00:00,1678.4,1678.0,1677.3,1678.6,87,1
2018-08-05,23:00:00,1678.1,1677.9,1677.7,1678.2,52,1
2018-08-06,00:00:00,1678.1,1677.6,1677.3,1678.3,122,1
2018-08-06,01:00:00,1677.5,1676.5,1676.0,1677.7,276,0
2018-08-06,02:00:00,1676.4,1674.4,1674.4,1676.7,717,0
2018-08-06,03:00:00,1674.3,1672.9,1672.7,1674.5,543,0
2018-08-06,04:00:00,1673.0,1675.4,1672.4,1675.9,434,1
2018-08-06,05:00:00,1675.4,1677.0,1674.5,1677.0,764,1
2018-08-06,06:00:00,1676.8,1674.8,1674.7,1677.1,548,1
2018-08-06,07:00:00,1674.8,1674.8,1673.8,1676.4,1322,0
2018-08-06,08:00:00,1674.8,1679.9,1671.0,1680.0,10692,1
2018-08-06,09:00:00,1679.9,1679.7,1678.4,1684.9,12858,1
2018-08-06,10:00:00,1679.7,1681.2,1675.5,1683.1,9484,1
2018-08-06,11:00:00,1681.2,1686.1,1680.5,1686.6,8693,1
2018-08-06,12:00:00,1686.1,1681.9,1681.7,1687.6,6737,1
2018-08-06,13:00:00,1682.0,1684.3,1681.9,1685.5,5476,1
2018-08-06,14:00:00,1684.3,1684.3,1682.0,1685.4,11233,1
2018-08-06,15:00:00,1684.3,1686.7,1684.3,1687.5,10146,1
2018-08-06,16:00:00,1686.8,1686.7,1686.4,1687.0,72,1
2018-08-06,17:00:00,1686.6,1686.3,1686.0,1686.8,223,1
2018-08-06,18:00:00,1686.5,1686.4,1686.0,1686.7,80,1
2018-08-06,19:00:00,1686.3,1686.6,1686.0,1686.9,171,1
2018-08-06,20:00:00,1686.6,1686.9,1686.4,1687.8,223,1
2018-08-06,21:00:00,1686.9,1687.3,1686.5,1687.3,74,0
2018-08-06,22:00:00,1687.4,1688.4,1687.4,1688.4,132,1
2018-08-06,23:00:00,1688.2,1687.9,1687.9,1688.4,38,1
2018-08-07,00:00:00,1687.7,1688.2,1687.7,1688.2,50,1
2018-08-07,01:00:00,1688.3,1689.8,1688.2,1690.6,430,1
2018-08-07,02:00:00,1689.9,1690.4,1689.8,1690.7,461,1
2018-08-07,03:00:00,1690.4,1691.0,1689.8,1691.5,534,1
2018-08-07,04:00:00,1690.9,1689.6,1689.3,1691.0,341,1
2018-08-07,05:00:00,1689.5,1689.9,1688.6,1690.0,515,0
2018-08-07,06:00:00,1689.9,1688.9,1688.9,1690.0,387,1
2018-08-07,07:00:00,1689.0,1689.4,1688.9,1689.9,799,1
2018-08-07,08:00:00,1689.4,1693.7,1689.4,1695.7,14260,1
2018-08-07,09:00:00,1693.7,1693.1,1691.5,1696.0,14326,1
