mini_russell_date,mini_russell_time,mini_russell_open,mini_russell_high,mini_russell_low,mini_russell_close,mini_russell_volume,predict
2020-03-06,16:00:00,1443.2,1444.9,1443.2,1444.9,64,1
2020-03-08,17:00:00,1419.8,1378.5,1376.1,1419.8,5102,0
2020-03-08,18:00:00,1378.5,1376.1,1376.1,1384.1,2232,0
2020-03-08,19:00:00,1376.1,1386.0,1376.1,1387.2,3003,1
2020-03-08,20:00:00,1385.7,1376.9,1376.3,1387.4,2350,1
2020-03-08,21:00:00,1376.8,1376.1,1376.1,1377.3,219,1
2020-03-08,22:00:00,1376.1,1376.1,1376.1,1381.7,681,1
2020-03-08,23:00:00,1376.1,1376.1,1376.1,1376.1,25,1
2020-03-09,00:00:00,1376.1,1376.1,1376.1,1376.1,12,1
2020-03-09,01:00:00,1376.1,1376.1,1376.1,1376.1,18,1
2020-03-09,02:00:00,1376.1,1376.1,1376.1,1376.1,33,1
2020-03-09,03:00:00,1376.1,1376.1,1376.1,1376.1,156,1
2020-03-09,04:00:00,1376.1,1376.1,1376.1,1376.6,319,1
2020-03-09,05:00:00,1376.1,1376.1,1376.1,1376.4,411,1
2020-03-09,06:00:00,1376.1,1376.1,1376.1,1376.1,10,1
2020-03-09,07:00:00,1376.1,1376.1,1376.1,1376.1,175,1
2020-03-09,08:00:00,1376.1,1351.0,1322.0,1376.1,9726,1
2020-03-09,09:00:00,1350.0,1337.7,1333.8,1363.0,36660,0
2020-03-09,10:00:00,1337.6,1360.3,1332.4,1364.0,23035,0
2020-03-09,11:00:00,1360.1,1341.3,1339.2,1365.0,13781,0
2020-03-09,12:00:00,1341.5,1319.4,1317.8,1345.8,14639,0
2020-03-09,13:00:00,1319.5,1318.5,1305.4,1321.9,22516,0
2020-03-09,14:00:00,1318.3,1310.2,1310.1,1328.7,46603,1
2020-03-09,15:00:00,1310.2,1302.7,1301.2,1318.7,31742,1
2020-03-09,16:00:00,1302.5,1302.3,1301.9,1303.6,103,1
2020-03-09,17:00:00,1303.0,1317.4,1289.5,1318.1,3858,1
2020-03-09,18:00:00,1317.7,1336.8,1316.7,1342.7,5225,1
2020-03-09,19:00:00,1337.0,1346.4,1326.4,1346.5,2678,1
2020-03-09,20:00:00,1346.5,1343.8,1342.0,1354.7,2210,1
2020-03-09,21:00:00,1343.7,1346.6,1339.8,1347.7,993,1
2020-03-09,22:00:00,1347.0,1349.4,1344.7,1350.3,811,1
2020-03-09,23:00:00,1349.3,1353.5,1345.9,1354.0,1021,1
2020-03-10,00:00:00,1353.5,1359.5,1352.7,1363.2,995,1
2020-03-10,01:00:00,1359.8,1360.7,1356.0,1362.0,1216,1
2020-03-10,02:00:00,1360.4,1346.8,1345.6,1361.0,2240,1
2020-03-10,03:00:00,1346.8,1361.8,1341.6,1361.9,3203,1
2020-03-10,04:00:00,1361.8,1371.6,1358.5,1373.8,3942,1
2020-03-10,05:00:00,1371.4,1369.1,1367.1,1373.5,3132,1
2020-03-10,06:00:00,1368.9,1360.7,1358.2,1369.6,3163,0
2020-03-10,07:00:00,1360.6,1353.8,1342.3,1363.9,8405,0
2020-03-10,08:00:00,1353.7,1336.5,1324.9,1357.8,34513,0
2020-03-10,09:00:00,1336.5,1318.6,1317.4,1351.8,38882,0
2020-03-10,10:00:00,1318.6,1295.7,1283.7,1322.6,45494,0
2020-03-10,11:00:00,1295.5,1311.3,1293.0,1313.4,33112,0
2020-03-10,12:00:00,1311.3,1297.6,1295.4,1316.5,30375,1
2020-03-10,13:00:00,1297.8,1329.6,1290.4,1333.9,32597,1
2020-03-10,14:00:00,1329.8,1346.0,1328.6,1347.4,44724,1
2020-03-10,15:00:00,1346.0,1342.6,1337.6,1349.9,28114,1
2020-03-10,16:00:00,1342.5,1343.1,1342.4,1343.3,112,1
2020-03-10,17:00:00,1337.5,1329.8,1327.9,1340.7,3513,1
2020-03-10,18:00:00,1329.7,1322.5,1318.1,1331.7,2357,0
2020-03-10,19:00:00,1322.5,1320.0,1315.3,1328.9,2376,0
2020-03-10,20:00:00,1319.9,1312.3,1307.4,1326.5,2820,1
2020-03-10,21:00:00,1312.6,1312.3,1306.1,1317.8,2501,1
2020-03-10,22:00:00,1311.6,1313.3,1307.7,1316.5,1394,1
2020-03-10,23:00:00,1313.6,1309.8,1309.2,1313.6,751,1
2020-03-11,00:00:00,1310.0,1301.2,1299.0,1310.0,1264,0
2020-03-11,01:00:00,1301.3,1300.5,1297.7,1311.1,2034,0
2020-03-11,02:00:00,1300.1,1309.2,1299.8,1311.2,2772,0
2020-03-11,03:00:00,1309.2,1322.1,1302.2,1325.0,4546,1
2020-03-11,04:00:00,1322.3,1313.9,1308.9,1322.3,2490,1
2020-03-11,05:00:00,1313.7,1314.4,1306.2,1318.5,2599,0
2020-03-11,06:00:00,1313.8,1308.4,1302.9,1314.6,3426,0
2020-03-11,07:00:00,1308.6,1298.6,1296.8,1311.7,6216,1
2020-03-11,08:00:00,1298.7,1304.0,1293.3,1326.1,33518,1
2020-03-11,09:00:00,1303.8,1292.3,1289.4,1311.4,31160,0
2020-03-11,10:00:00,1292.4,1283.2,1271.7,1298.0,37296,0
2020-03-11,11:00:00,1282.9,1280.5,1275.0,1298.8,26250,1
2020-03-11,12:00:00,1280.2,1277.1,1271.7,1283.0,19306,0
2020-03-11,13:00:00,1277.1,1264.8,1262.1,1279.2,24128,0
2020-03-11,14:00:00,1264.8,1264.4,1244.7,1269.8,48007,1
2020-03-11,15:00:00,1264.3,1262.7,1258.7,1268.5,22302,1
2020-03-11,16:00:00,1262.9,1262.9,1262.2,1262.9,113,0
2020-03-11,17:00:00,1262.1,1273.8,1260.2,1276.0,2491,1
2020-03-11,18:00:00,1274.6,1260.4,1256.6,1274.8,3275,1
2020-03-11,19:00:00,1260.5,1259.1,1250.9,1263.5,2207,0
2020-03-11,20:00:00,1258.8,1206.6,1206.6,1260.9,7846,1
2020-03-11,21:00:00,1207.0,1207.8,1197.8,1217.4,4525,0
2020-03-11,22:00:00,1206.8,1201.6,1199.2,1210.8,1355,1
2020-03-11,23:00:00,1201.6,1222.8,1201.0,1226.8,1623,1
2020-03-12,00:00:00,1223.5,1215.2,1210.9,1224.1,1299,1
2020-03-12,01:00:00,1215.3,1210.4,1208.1,1216.9,2127,1
2020-03-12,02:00:00,1210.1,1208.5,1200.4,1218.3,2882,1
2020-03-12,03:00:00,1209.1,1199.9,1197.7,1216.5,3419,1
2020-03-12,04:00:00,1199.3,1204.2,1197.7,1210.0,1457,0
2020-03-12,05:00:00,1204.0,1205.7,1197.7,1205.7,2050,0
2020-03-12,06:00:00,1205.3,1198.2,1197.7,1206.8,2679,1
2020-03-12,07:00:00,1198.5,1197.7,1197.7,1200.2,825,0
2020-03-12,08:00:00,1197.7,1158.4,1096.8,1197.7,17002,1
2020-03-12,09:00:00,1158.6,1167.0,1134.4,1172.8,45489,0
2020-03-12,10:00:00,1167.3,1131.1,1126.3,1167.9,32237,0
2020-03-12,11:00:00,1131.2,1168.3,1119.3,1168.7,30394,1
2020-03-12,12:00:00,1167.9,1147.2,1130.7,1200.1,40054,1
2020-03-12,13:00:00,1146.9,1132.0,1129.0,1154.4,26541,0
2020-03-12,14:00:00,1132.1,1114.6,1114.3,1138.6,55572,0
2020-03-12,15:00:00,1114.6,1096.7,1095.8,1119.5,31696,1
2020-03-12,16:00:00,1097.3,1097.7,1096.4,1098.1,54,1
2020-03-12,17:00:00,1088.9,1107.7,1084.1,1114.7,2217,1
2020-03-12,18:00:00,1107.6,1095.0,1090.7,1110.5,1328,1
2020-03-12,19:00:00,1095.0,1103.8,1094.4,1108.4,801,1
2020-03-12,20:00:00,1103.5,1090.6,1082.5,1105.1,1915,1
2020-03-12,21:00:00,1089.8,1081.7,1079.1,1092.4,1543,1
2020-03-12,22:00:00,1081.8,1073.8,1070.5,1082.6,538,0
2020-03-12,23:00:00,1074.4,1110.9,1073.4,1119.1,1599,1
2020-03-13,00:00:00,1111.5,1127.6,1111.5,1143.4,2427,1
2020-03-13,01:00:00,1128.2,1125.5,1108.0,1128.2,1038,1
2020-03-13,02:00:00,1124.7,1158.1,1119.3,1159.9,2202,1
2020-03-13,03:00:00,1157.6,1139.3,1130.9,1162.7,2425,1
2020-03-13,04:00:00,1139.3,1160.5,1133.9,1160.5,3263,1
2020-03-13,05:00:00,1161.3,1169.7,1154.5,1169.8,2732,1
2020-03-13,06:00:00,1169.8,1169.0,1165.1,1169.8,2923,0
2020-03-13,07:00:00,1169.0,1169.8,1168.9,1169.8,142,0
2020-03-13,08:00:00,1169.8,1141.4,1129.5,1184.6,20564,1
2020-03-13,09:00:00,1141.3,1135.4,1134.9,1176.6,16403,0
2020-03-13,10:00:00,1135.6,1115.4,1095.7,1145.2,18886,0
2020-03-13,11:00:00,1115.2,1148.0,1098.2,1154.9,13054,0
2020-03-13,12:00:00,1146.7,1162.1,1141.8,1163.3,7806,1
2020-03-13,13:00:00,1162.1,1151.3,1140.1,1162.3,7817,0
2020-03-13,14:00:00,1151.5,1195.7,1131.4,1196.7,24041,1
2020-03-13,15:00:00,1196.1,1195.8,1185.8,1217.3,23761,1
2020-03-13,16:00:00,1195.1,1199.7,1195.0,1199.7,59,1
2020-03-15,17:00:00,1174.7,1138.1,1138.1,1188.6,4806,1
2020-03-15,19:00:00,1138.1,1138.1,1138.1,1138.1,2,0
2020-03-15,20:00:00,1138.1,1138.1,1138.1,1138.1,4,0
2020-03-15,21:00:00,1138.1,1138.1,1138.1,1138.1,1,1
2020-03-16,02:00:00,1138.1,1138.1,1138.1,1138.1,1,1
2020-03-16,04:00:00,1138.1,1138.1,1138.1,1138.1,2,1
2020-03-16,05:00:00,1138.1,1138.1,1138.1,1138.1,4,1
2020-03-16,07:00:00,1138.1,1138.1,1138.1,1138.1,23,1
2020-03-16,08:00:00,1138.1,1069.3,1039.1,1138.1,5035,1
2020-03-16,09:00:00,1069.9,1084.6,1041.3,1104.0,10464,0
2020-03-16,10:00:00,1084.7,1086.0,1073.4,1113.4,5409,0
2020-03-16,11:00:00,1086.0,1067.5,1065.2,1102.5,5992,1
2020-03-16,12:00:00,1067.7,1068.9,1058.0,1080.6,5741,1
2020-03-16,13:00:00,1069.3,1082.9,1051.0,1084.0,6684,1
2020-03-16,14:00:00,1082.2,992.5,992.4,1083.5,19079,1
2020-03-16,15:00:00,992.6,1039.8,972.9,1047.0,8023,0
2020-03-16,16:00:00,1040.9,1032.6,1032.6,1043.1,39,1
2020-03-16,17:00:00,1032.0,1031.0,1026.0,1043.5,692,1
2020-03-16,18:00:00,1031.3,1043.5,1031.3,1043.5,136,1
2020-03-16,19:00:00,1042.8,1043.0,1038.5,1043.3,250,0
2020-03-16,20:00:00,1043.5,1043.5,1043.5,1043.5,42,0
2020-03-16,21:00:00,1043.5,1043.5,1043.5,1043.5,2,0
2020-03-16,23:00:00,1043.5,1043.5,1043.5,1043.5,1,0
2020-03-17,00:00:00,1043.5,1043.5,1043.5,1043.5,1,0
2020-03-17,03:00:00,1043.5,1043.5,1043.5,1043.5,246,0
2020-03-17,04:00:00,1043.5,1039.0,1024.8,1043.5,2341,0
2020-03-17,05:00:00,1040.0,1043.5,1032.9,1043.5,486,0
2020-03-17,06:00:00,1043.5,1040.0,1035.2,1043.5,427,0
2020-03-17,07:00:00,1042.2,1043.5,1033.8,1043.5,308,0
2020-03-17,08:00:00,1043.5,1011.1,1006.7,1071.5,4809,1
2020-03-17,09:00:00,1011.2,1022.4,1006.4,1046.0,6191,0
2020-03-17,10:00:00,1023.1,1081.0,1022.6,1082.2,7973,1
2020-03-17,11:00:00,1081.3,1062.0,1058.3,1107.5,5479,1
2020-03-17,12:00:00,1061.8,1068.4,1045.3,1072.4,2542,0
2020-03-17,13:00:00,1070.1,1078.1,1064.6,1097.8,3211,1
2020-03-17,14:00:00,1077.6,1089.6,1062.2,1106.7,7505,1
2020-03-17,15:00:00,1089.6,1076.3,1074.6,1100.9,5799,0
2020-03-17,16:00:00,1076.3,1075.4,1074.6,1076.8,101,0
2020-03-17,17:00:00,1074.3,1063.3,1057.6,1076.2,838,0
2020-03-17,18:00:00,1064.0,1045.6,1041.0,1069.6,1146,0
2020-03-17,19:00:00,1045.9,1037.0,1034.0,1054.3,1420,0
2020-03-17,20:00:00,1036.9,1039.5,1034.0,1042.0,781,0
2020-03-17,21:00:00,1038.9,1052.4,1035.0,1056.3,582,1
2020-03-17,22:00:00,1051.9,1034.2,1034.2,1053.3,492,1
2020-03-17,23:00:00,1035.5,1034.0,1034.0,1040.4,174,0
2020-03-18,00:00:00,1034.0,1034.0,1034.0,1034.0,11,0
2020-03-18,01:00:00,1034.0,1034.0,1034.0,1034.0,58,1
2020-03-18,02:00:00,1034.0,1034.0,1034.0,1034.0,4,1
2020-03-18,03:00:00,1034.0,1034.0,1034.0,1034.0,2,1
2020-03-18,04:00:00,1034.0,1034.0,1034.0,1034.0,20,1
2020-03-18,06:00:00,1034.0,1034.0,1034.0,1034.0,20,1
2020-03-18,07:00:00,1034.0,1034.0,1034.0,1034.0,8,1
2020-03-18,08:00:00,1034.0,1047.4,1011.9,1058.0,19555,1
2020-03-18,09:00:00,1048.9,1022.4,1020.9,1066.4,17772,1
2020-03-18,10:00:00,1022.9,1028.6,1000.9,1031.5,19102,0
2020-03-18,11:00:00,1029.2,991.5,985.9,1031.9,20749,0
2020-03-18,12:00:00,988.7,978.6,968.0,1004.9,19222,0
2020-03-18,13:00:00,978.4,996.4,961.7,998.2,22767,0
2020-03-18,14:00:00,996.2,981.4,959.0,1000.4,62152,0
2020-03-18,15:00:00,981.5,1008.0,976.6,1009.2,27180,1
2020-03-18,16:00:00,1008.4,1009.0,1006.9,1009.3,158,1
2020-03-18,17:00:00,1005.3,1021.8,993.1,1025.3,4401,1
2020-03-18,18:00:00,1021.4,1027.9,1006.3,1035.5,4420,1
2020-03-18,19:00:00,1027.0,1017.6,1014.5,1032.9,2694,1
2020-03-18,20:00:00,1018.4,1002.6,1001.7,1023.5,2537,0
2020-03-18,21:00:00,1002.2,962.0,961.2,1002.7,3634,0
2020-03-18,22:00:00,961.5,952.8,951.3,973.2,2876,0
2020-03-18,23:00:00,952.7,957.4,948.5,965.7,1766,0
2020-03-19,00:00:00,956.8,972.3,956.8,974.4,1185,1
2020-03-19,01:00:00,972.3,990.7,968.6,993.2,1885,1
2020-03-19,02:00:00,990.7,981.5,978.1,1000.3,2491,1
2020-03-19,03:00:00,981.1,1005.2,979.6,1006.6,3503,1
2020-03-19,04:00:00,1005.5,995.9,992.0,1008.0,3427,1
2020-03-19,05:00:00,995.8,988.4,984.1,996.2,2452,0
2020-03-19,06:00:00,988.4,977.1,975.9,997.3,3073,0
2020-03-19,07:00:00,977.7,990.2,969.9,992.3,6346,0
2020-03-19,08:00:00,990.8,991.5,952.2,995.5,25572,1
2020-03-19,09:00:00,991.7,1014.1,991.0,1038.3,32006,1
2020-03-19,10:00:00,1014.3,1031.2,1005.2,1044.5,25392,1
2020-03-19,11:00:00,1031.4,1029.3,1001.0,1035.5,26568,1
2020-03-19,12:00:00,1029.5,1038.5,1023.6,1051.4,21600,1
2020-03-19,13:00:00,1038.3,1055.2,1034.4,1065.1,27346,1
2020-03-19,14:00:00,1055.2,1044.9,1037.9,1068.7,54753,0
2020-03-19,15:00:00,1044.9,1026.2,1021.0,1045.1,26503,0
2020-03-19,16:00:00,1026.4,1027.3,1026.3,1027.3,75,0
2020-03-19,17:00:00,1025.5,1004.9,1004.5,1025.7,3423,0
2020-03-19,18:00:00,1004.9,1019.5,1001.6,1020.4,2764,1
2020-03-19,19:00:00,1019.9,1015.0,1010.7,1023.5,3004,1
2020-03-19,20:00:00,1015.0,1023.1,1011.6,1035.7,3265,1
2020-03-19,21:00:00,1023.2,1029.0,1019.3,1034.2,2212,1
2020-03-19,22:00:00,1028.8,1030.3,1023.0,1032.3,1078,0
2020-03-19,23:00:00,1030.7,1039.6,1029.1,1045.3,1729,1
2020-03-20,00:00:00,1039.2,1037.1,1034.0,1041.0,1230,0
2020-03-20,01:00:00,1037.3,1057.6,1036.1,1057.7,1330,1
2020-03-20,02:00:00,1057.3,1070.8,1051.6,1071.7,3672,1
2020-03-20,03:00:00,1071.0,1086.8,1069.0,1091.2,6018,1
2020-03-20,04:00:00,1086.8,1093.6,1082.0,1093.6,3389,1
2020-03-20,05:00:00,1090.1,1081.3,1076.3,1093.6,2424,1
2020-03-20,06:00:00,1081.2,1072.9,1057.3,1081.4,4881,0
2020-03-20,07:00:00,1072.6,1054.0,1052.2,1079.1,5742,0
2020-03-20,08:00:00,1054.0,1050.8,1035.4,1076.8,29994,0
2020-03-20,09:00:00,1049.8,1080.1,1042.1,1084.2,19058,0
2020-03-20,10:00:00,1080.3,1054.8,1041.4,1085.0,19440,0
2020-03-20,11:00:00,1055.1,1048.4,1021.1,1057.2,28176,0
2020-03-20,12:00:00,1048.7,1053.8,1046.5,1064.4,18406,0
2020-03-20,13:00:00,1053.4,1018.0,1013.4,1059.3,21405,0
2020-03-20,14:00:00,1017.9,1012.0,1003.1,1033.7,46057,0
2020-03-20,15:00:00,1012.0,995.9,994.3,1020.4,30722,0
2020-03-20,16:00:00,995.8,997.8,995.7,998.4,124,0
2020-03-22,17:00:00,979.0,962.4,962.4,979.0,630,1
2020-03-22,18:00:00,962.4,964.5,962.4,975.5,1310,1
2020-03-22,19:00:00,964.7,962.4,962.4,972.8,2086,1
2020-03-22,20:00:00,962.4,968.6,962.4,968.6,395,1
2020-03-22,21:00:00,967.4,968.2,962.4,970.0,1047,1
2020-03-22,22:00:00,968.0,970.7,968.0,982.0,1039,1
2020-03-22,23:00:00,970.8,973.5,967.2,974.9,249,0
2020-03-23,00:00:00,976.4,969.0,962.4,976.4,685,0
2020-03-23,01:00:00,968.7,973.1,966.5,980.0,1176,1
2020-03-23,02:00:00,973.0,972.2,968.1,984.3,2826,1
2020-03-23,03:00:00,972.1,974.8,968.7,980.2,2267,0
2020-03-23,04:00:00,974.5,987.1,973.4,990.5,1950,0
2020-03-23,05:00:00,987.5,990.8,982.1,992.6,1418,1
2020-03-23,06:00:00,990.8,984.4,978.6,992.4,2060,1
2020-03-23,07:00:00,984.7,1060.9,984.0,1063.8,18633,1
2020-03-23,08:00:00,1060.8,1017.5,977.3,1063.8,24563,1
2020-03-23,09:00:00,1017.2,995.5,991.5,1021.5,19313,0
2020-03-23,10:00:00,996.0,973.8,958.9,1001.5,19022,0
2020-03-23,11:00:00,973.5,1012.0,965.5,1014.0,26421,0
2020-03-23,12:00:00,1011.8,991.0,979.8,1014.7,17312,0
2020-03-23,13:00:00,991.1,997.8,978.6,1015.3,20476,0
2020-03-23,14:00:00,997.6,1008.4,975.2,1009.5,33640,0
2020-03-23,15:00:00,1008.3,1000.9,986.2,1009.0,22863,0
2020-03-23,16:00:00,1000.8,1001.7,1000.8,1001.7,31,0
2020-03-23,17:00:00,1006.6,1013.7,1004.2,1021.0,1547,1
2020-03-23,18:00:00,1014.1,1016.4,1012.9,1025.8,1461,1
2020-03-23,19:00:00,1015.7,1018.4,1008.3,1019.1,2132,0
2020-03-23,20:00:00,1018.7,1037.8,1016.7,1038.2,3105,1
2020-03-23,21:00:00,1038.1,1043.9,1033.1,1045.3,2759,1
2020-03-23,22:00:00,1043.9,1026.6,1023.3,1044.6,2202,1
2020-03-23,23:00:00,1026.7,1036.1,1024.2,1037.0,1668,0
2020-03-24,00:00:00,1035.3,1037.4,1029.0,1041.1,2009,0
2020-03-24,01:00:00,1037.7,1047.6,1035.8,1052.1,3244,1
2020-03-24,02:00:00,1047.7,1047.0,1041.6,1049.8,1880,1
2020-03-24,03:00:00,1046.6,1044.1,1039.4,1054.9,2936,0
2020-03-24,04:00:00,1044.1,1054.9,1042.0,1054.9,2035,0
2020-03-24,05:00:00,1054.9,1054.9,1054.9,1054.9,224,0
2020-03-24,06:00:00,1054.9,1041.7,1040.5,1054.9,2945,0
2020-03-24,07:00:00,1041.5,1043.1,1029.4,1047.3,5443,0
2020-03-24,08:00:00,1043.1,1056.0,1039.7,1081.9,24188,1
2020-03-24,09:00:00,1056.0,1058.3,1047.0,1074.8,27513,1
2020-03-24,10:00:00,1058.5,1075.5,1051.0,1077.6,16535,0
2020-03-24,11:00:00,1075.7,1067.7,1067.3,1085.8,18273,1
2020-03-24,12:00:00,1068.1,1057.1,1050.7,1072.8,16971,0
2020-03-24,13:00:00,1057.2,1077.0,1042.8,1077.3,16286,0
2020-03-24,14:00:00,1076.8,1094.1,1070.5,1094.7,32917,1
2020-03-24,15:00:00,1094.0,1096.4,1086.3,1105.3,26721,1
2020-03-24,16:00:00,1096.2,1096.7,1095.3,1096.7,98,0
2020-03-24,17:00:00,1096.5,1107.5,1090.4,1109.6,2857,1
2020-03-24,18:00:00,1107.5,1086.7,1083.2,1107.5,3407,0
2020-03-24,19:00:00,1086.8,1079.4,1073.1,1090.1,3642,0
2020-03-24,20:00:00,1079.3,1079.1,1077.0,1088.8,3160,0
2020-03-24,21:00:00,1079.0,1077.3,1070.5,1080.8,2359,0
2020-03-24,22:00:00,1077.4,1072.9,1067.4,1077.9,2427,0
2020-03-24,23:00:00,1073.1,1075.5,1064.4,1077.3,2181,0
2020-03-25,00:00:00,1075.3,1088.0,1065.2,1088.7,3025,1
2020-03-25,01:00:00,1087.6,1089.8,1077.7,1093.0,1250,1
2020-03-25,02:00:00,1089.9,1104.5,1088.5,1105.0,1984,1
2020-03-25,03:00:00,1104.4,1114.1,1097.6,1114.5,2549,1
2020-03-25,04:00:00,1113.8,1112.1,1110.2,1126.7,4635,1
2020-03-25,05:00:00,1112.3,1073.4,1073.2,1115.1,5397,0
2020-03-25,06:00:00,1073.5,1071.1,1063.9,1084.5,8183,0
2020-03-25,07:00:00,1071.1,1083.2,1070.8,1085.8,6745,0
2020-03-25,08:00:00,1083.2,1083.8,1074.6,1125.0,24937,1
2020-03-25,09:00:00,1084.1,1088.4,1062.8,1089.6,23278,0
2020-03-25,10:00:00,1088.2,1096.5,1083.1,1099.5,12361,0
2020-03-25,11:00:00,1096.2,1116.4,1095.2,1128.4,13650,1
2020-03-25,12:00:00,1116.2,1125.7,1115.0,1145.1,12119,1
2020-03-25,13:00:00,1125.2,1132.3,1111.6,1135.3,10547,0
2020-03-25,14:00:00,1132.2,1103.2,1100.3,1137.7,37052,1
2020-03-25,15:00:00,1103.2,1096.6,1090.5,1107.9,20104,0
2020-03-25,16:00:00,1096.6,1096.6,1096.3,1097.0,70,0
2020-03-25,17:00:00,1099.0,1098.8,1094.5,1105.9,1540,1
2020-03-25,18:00:00,1098.8,1097.4,1091.4,1099.6,1142,1
2020-03-25,19:00:00,1097.5,1099.4,1094.0,1109.8,2141,1
2020-03-25,20:00:00,1099.4,1086.1,1081.1,1099.5,3147,0
2020-03-25,21:00:00,1085.5,1086.8,1076.8,1090.1,2378,0
2020-03-25,22:00:00,1087.4,1090.6,1079.0,1096.4,2582,1
2020-03-25,23:00:00,1090.3,1086.3,1081.3,1090.9,1652,0
2020-03-26,00:00:00,1085.5,1079.9,1076.4,1089.2,1554,0
2020-03-26,01:00:00,1080.3,1078.4,1076.8,1084.4,1846,0
2020-03-26,02:00:00,1078.3,1069.2,1068.7,1081.3,1989,1
2020-03-26,03:00:00,1069.4,1075.4,1069.2,1082.3,3015,1
2020-03-26,04:00:00,1075.5,1077.1,1069.6,1081.8,1996,1
2020-03-26,05:00:00,1076.9,1084.0,1074.5,1087.8,1977,1
2020-03-26,06:00:00,1084.0,1081.7,1078.7,1089.5,4470,1
2020-03-26,07:00:00,1081.9,1100.4,1069.0,1102.6,8695,1
2020-03-26,08:00:00,1100.0,1146.7,1095.7,1149.5,23138,1
2020-03-26,09:00:00,1146.3,1160.4,1142.2,1169.1,26372,1
2020-03-26,10:00:00,1160.4,1168.5,1152.8,1180.3,18689,1
2020-03-26,11:00:00,1168.8,1168.9,1156.3,1176.7,11472,1
2020-03-26,12:00:00,1169.0,1151.8,1146.5,1175.0,16268,0
2020-03-26,13:00:00,1151.8,1163.7,1142.7,1166.3,15701,0
2020-03-26,14:00:00,1163.7,1173.4,1152.4,1179.7,30729,0
2020-03-26,15:00:00,1173.3,1171.2,1165.0,1175.8,20862,0
2020-03-26,16:00:00,1171.1,1172.0,1171.0,1172.0,52,0
2020-03-26,17:00:00,1176.4,1164.8,1164.0,1176.9,2426,0
2020-03-26,18:00:00,1164.8,1170.3,1162.2,1171.8,1567,0
2020-03-26,19:00:00,1170.6,1155.1,1154.2,1172.6,1690,0
2020-03-26,20:00:00,1155.1,1150.1,1144.1,1156.0,2102,0
2020-03-26,21:00:00,1151.0,1139.2,1137.6,1151.3,1630,0
2020-03-26,22:00:00,1138.4,1153.0,1137.9,1153.8,2349,1
2020-03-26,23:00:00,1152.9,1142.8,1141.4,1153.0,542,1
2020-03-27,00:00:00,1143.2,1150.5,1137.9,1150.6,670,0
2020-03-27,01:00:00,1150.7,1151.2,1150.0,1160.5,1294,1
2020-03-27,02:00:00,1151.1,1143.9,1141.9,1153.4,1110,1
2020-03-27,03:00:00,1143.9,1143.0,1141.9,1151.7,1154,0
2020-03-27,04:00:00,1142.8,1136.1,1136.1,1147.8,1094,0
2020-03-27,05:00:00,1136.0,1132.0,1131.3,1143.2,1819,0
2020-03-27,06:00:00,1132.0,1125.8,1123.8,1138.9,4540,0
2020-03-27,07:00:00,1126.0,1123.6,1119.8,1136.8,4958,0
2020-03-27,08:00:00,1123.5,1129.8,1111.8,1140.0,26525,1
2020-03-27,09:00:00,1129.9,1128.6,1119.1,1135.1,16009,0
2020-03-27,10:00:00,1129.0,1127.4,1121.1,1143.2,14609,1
2020-03-27,11:00:00,1127.1,1138.7,1122.3,1142.1,10360,0
2020-03-27,12:00:00,1138.5,1147.3,1133.1,1155.9,14528,1
2020-03-27,13:00:00,1147.3,1148.3,1137.9,1149.5,12138,1
2020-03-27,14:00:00,1148.3,1126.3,1124.8,1164.1,29760,1
2020-03-27,15:00:00,1126.4,1121.1,1116.5,1132.2,19024,0
2020-03-27,16:00:00,1121.6,1120.1,1118.7,1121.6,149,0
2020-03-29,17:00:00,1095.0,1104.3,1086.3,1117.8,3571,1
2020-03-29,18:00:00,1103.7,1114.5,1101.3,1117.1,1901,1
2020-03-29,19:00:00,1114.0,1118.0,1112.7,1124.0,2123,1
2020-03-29,20:00:00,1117.6,1118.0,1112.8,1121.0,777,1
2020-03-29,21:00:00,1118.5,1121.4,1117.4,1125.9,1162,1
2020-03-29,22:00:00,1121.2,1129.4,1118.5,1130.7,1007,1
2020-03-29,23:00:00,1130.0,1139.6,1128.9,1140.5,796,1
2020-03-30,00:00:00,1139.4,1147.9,1136.2,1150.0,1185,1
2020-03-30,01:00:00,1147.4,1135.2,1130.4,1148.7,1017,1
2020-03-30,02:00:00,1134.6,1115.5,1113.6,1142.2,2118,0
2020-03-30,03:00:00,1114.7,1119.2,1111.9,1125.5,2090,0
2020-03-30,04:00:00,1119.2,1118.4,1113.9,1126.9,1096,0
2020-03-30,05:00:00,1117.7,1127.3,1117.7,1127.6,462,1
2020-03-30,06:00:00,1126.9,1132.5,1122.3,1135.0,2254,1
2020-03-30,07:00:00,1132.1,1141.3,1128.6,1141.6,3133,1
2020-03-30,08:00:00,1141.3,1120.0,1111.7,1142.9,18736,1
2020-03-30,09:00:00,1120.4,1130.8,1117.9,1141.7,18737,1
2020-03-30,10:00:00,1130.8,1146.6,1129.3,1148.5,14395,1
2020-03-30,11:00:00,1146.5,1146.2,1140.3,1152.2,11165,1
2020-03-30,12:00:00,1146.0,1137.5,1135.4,1147.5,11493,0
2020-03-30,13:00:00,1137.4,1139.3,1124.5,1142.5,13508,0
2020-03-30,14:00:00,1139.2,1154.8,1137.2,1157.5,23582,1
