mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_low,mini_dow_close,mini_dow_volume,predict
2019-11-27,22:00:00,28076.0,28071.0,28067.0,28078.0,459,0
2019-11-27,23:00:00,28070.0,28061.0,28058.0,28071.0,845,0
2019-11-28,00:00:00,28061.0,28070.0,28052.0,28070.0,615,0
2019-11-28,01:00:00,28070.0,28068.0,28066.0,28081.0,1209,0
2019-11-28,02:00:00,28069.0,28057.0,28045.0,28070.0,3309,0
2019-11-28,03:00:00,28056.0,28051.0,28045.0,28057.0,1149,0
2019-11-28,04:00:00,28051.0,28064.0,28047.0,28064.0,1392,0
2019-11-28,05:00:00,28063.0,28074.0,28063.0,28083.0,1121,0
2019-11-28,06:00:00,28074.0,28087.0,28073.0,28089.0,1701,0
2019-11-28,07:00:00,28086.0,28078.0,28072.0,28088.0,1230,0
2019-11-28,08:00:00,28078.0,28086.0,28069.0,28091.0,1869,0
2019-11-28,09:00:00,28087.0,28094.0,28078.0,28099.0,1727,0
2019-11-28,10:00:00,28095.0,28113.0,28091.0,28114.0,2363,0
2019-11-28,11:00:00,28113.0,28106.0,28103.0,28120.0,1195,0
2019-11-28,12:00:00,28105.0,28104.0,28104.0,28108.0,23,0
2019-11-28,17:00:00,28107.0,28114.0,28105.0,28122.0,1087,0
2019-11-28,18:00:00,28114.0,28103.0,28102.0,28119.0,1018,0
2019-11-28,19:00:00,28103.0,28078.0,28073.0,28104.0,1874,0
2019-11-28,20:00:00,28076.0,28081.0,28074.0,28092.0,1105,0
2019-11-28,21:00:00,28082.0,28074.0,28063.0,28085.0,1018,0
2019-11-28,22:00:00,28073.0,28066.0,28063.0,28074.0,756,0
2019-11-28,23:00:00,28067.0,28058.0,28050.0,28069.0,1630,0
2019-11-29,00:00:00,28058.0,28060.0,28048.0,28070.0,1209,0
2019-11-29,01:00:00,28060.0,28064.0,28054.0,28067.0,1558,0
2019-11-29,02:00:00,28064.0,28076.0,28042.0,28080.0,3383,0
2019-11-29,03:00:00,28077.0,28093.0,28077.0,28099.0,2998,0
2019-11-29,04:00:00,28094.0,28091.0,28083.0,28096.0,1472,0
2019-11-29,05:00:00,28092.0,28095.0,28084.0,28100.0,1275,0
