soybean_date,soybean_time,soybean_open,soybean_high,soybean_close,soybean_low,soybean_volume,predict
2020-09-27,20:59:00,1000,1007.5,1006,999.75,5810,0
2020-09-27,21:56:00,1006,1006.25,1005.5,1004.75,1398,0
2020-09-27,22:59:00,1005.5,1005.75,1003.25,1000.5,1385,0
2020-09-27,23:56:00,1003.25,1003.75,1003.75,1002.75,140,0
2020-09-28,00:59:00,1003.5,1003.5,1003.25,1001.75,586,0
2020-09-28,01:59:00,1003.25,1004.75,1002,1000.75,1017,0
2020-09-28,02:59:00,1002,1003,1001,1000.5,734,0
2020-09-28,03:59:00,1001,1001.5,1000.25,999,1188,0
2020-09-28,04:59:00,1000.25,1002,1001.5,1000.25,493,0
2020-09-28,05:57:00,1001.5,1003.25,1003,1001.25,657,0
2020-09-28,06:59:00,1002.75,1004.5,1002.25,1001.75,1057,0
2020-09-28,07:45:00,1002.5,1003.75,1002.5,1001.5,1143,1
2020-09-28,08:59:00,1002,1003.25,995.75,995.5,18087,0
2020-09-28,09:59:00,995.75,998.75,995.25,991.5,25739,0
2020-09-28,10:59:00,995.25,997.5,996.25,994,9845,0
2020-09-28,11:59:00,996,998.25,997.25,995.5,7399,0
2020-09-28,12:59:00,997,998,997.25,996.25,5428,0
2020-09-28,13:20:00,997,997.5,995,995,5623,0
2020-09-28,19:59:00,994,997.75,996.5,993.75,2826,0
2020-09-28,20:59:00,996.5,997.25,995.5,995,2044,0
